Title,Tags,Link,With Code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
How to reduce Android Apk size,"android,apk",https://stackoverflow.com/questions/39826626/how-to-reduce-android-apk-size,True,apk size,Storage Consumption,Configuration,,,,,1,1,1
Is there a way to get Application CPU usage with Android 7 (nougat),"android,android-permissions,android-7.0-nougat",https://stackoverflow.com/questions/39796707/is-there-a-way-to-get-application-cpu-usage-with-android-7-nougat,True,cpu usage,CPU Usage,No,,,,,1,1,1
How to use a class with a context argument in a static context without causing a memory leak?,"java,android,memory-leaks,android-context",https://stackoverflow.com/questions/39792656/how-to-use-a-class-with-a-context-argument-in-a-static-context-without-causing-a,True,memory leak,Memory Consumption,Data Type,,example,,,1,1,1
Possible Realm memory leak in Android when creating Observable from Where clause,"android,memory-leaks,realm,rx-java,android-lifecycle",https://stackoverflow.com/questions/39758862/possible-realm-memory-leak-in-android-when-creating-observable-from-where-clause,True,memory leak,Memory Consumption,Fragment,,,,,1,1,1
Battery &amp; CPU usage &amp; temperature measures results meaning,"android,performance,cpu-usage,temperature,batterymanager",https://stackoverflow.com/questions/39744283/battery-cpu-usage-temperature-measures-results-meaning,True,cpu usage,No,No,,,,,0,0,0
Mapview mobile data consumption,"android,android-mapview,consumption",https://stackoverflow.com/questions/39724516/mapview-mobile-data-consumption,True,data consumption,Internet Data Usage,HTTP Request,,,,,1,1,1
Android thread memory Leak,"android,multithreading,android-studio,android-activity,android-memory",https://stackoverflow.com/questions/39712220/android-thread-memory-leak,True,memory leak,No,No,,,,,0,0,0
Does `adb shell top` show the average cpu usage over the update time?,"android,adb",https://stackoverflow.com/questions/39697970/does-adb-shell-top-show-the-average-cpu-usage-over-the-update-time,True,cpu usage,No,No,,,,,0,0,0
Get data usage over some given period of time,"android,android-trafficstats",https://stackoverflow.com/questions/39683026/get-data-usage-over-some-given-period-of-time,True,data usage,No,No,,,,,0,0,0
android anonymous asyncTask - will it cause memory leak,"java,android,memory-leaks",https://stackoverflow.com/questions/39642438/android-anonymous-asynctask-will-it-cause-memory-leak,True,memory leak,Memory Consumption,"AsyncTask
Loop",,,,,1,1,1
Memory Leaks with Views android,"android,performance,memory-leaks,custom-keyboard,android-input-method",https://stackoverflow.com/questions/39636653/memory-leaks-with-views-android,True,memory leak,Memory Consumption,"Object Creation
View",,,,,1,1,1
Anonymous Listener of volley request causing memory leak,"android,web-services,memory-leaks,android-volley,leakcanary",https://stackoverflow.com/questions/39630712/anonymous-listener-of-volley-request-causing-memory-leak,True,memory leak,Memory Consumption,Activity,,,,,1,1,1
out of memory in MainActivity,"android,out-of-memory",https://stackoverflow.com/questions/43353036/out-of-memory-in-mainactivity,True,out of memory,Memory Consumption,"Object Creation
Image
View",,,,,1,1,1
QR Code BitMap Creation Out of Memory from ZXing Library in Android,"java,android,bitmap,out-of-memory,zxing",https://stackoverflow.com/questions/43350940/qr-code-bitmap-creation-out-of-memory-from-zxing-library-in-android,True,out of memory,Memory Consumption,Object Creation,,,,,1,1,1
Debug APK size 25% smaller than Release (both with Proguard),"android,gradle,proguard",https://stackoverflow.com/questions/43345204/debug-apk-size-25-smaller-than-release-both-with-proguard,True,apk size,No,No,,,,,0,0,0
Memory Leak in Crashlytics Android,"android,memory-leaks,crashlytics,twitter-fabric,leakcanary",https://stackoverflow.com/questions/43289863/memory-leak-in-crashlytics-android,True,memory leak,Memory Consumption,"Singleton
Object Creation",,,,,1,1,1
Android Application Not Responding Error,"java,android",https://stackoverflow.com/questions/43281116/android-application-not-responding-error,True,application not responding,Responsiveness,Main Thread,,,,,1,1,1
VideoView memory leak,"android,memory-leaks,android-videoview",https://stackoverflow.com/questions/43280440/videoview-memory-leak,True,memory leak,Memory Consumption,Fragment,,,,"When using ButterKnife with Fragments, you need to use the Unbinder in onDestroyView() to correctly dereference the Fragment's Views -- since Fragments have different life cycles to Activities.

",1,1,1
Pro Version app apk size is twice than free version app when download from Playstore,"java,android,google-play,apk",https://stackoverflow.com/questions/43231141/pro-version-app-apk-size-is-twice-than-free-version-app-when-download-from-plays,True,apk size,No,No,,,,,1,0,0
Out of Memory Bitmap Decode File - Android,"android,bitmap,out-of-memory,android-bitmap",https://stackoverflow.com/questions/43226745/out-of-memory-bitmap-decode-file-android,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Downloading image from firebase storage using picasso: out of memory exception,"android,android-recyclerview,out-of-memory,picasso,android-bitmap",https://stackoverflow.com/questions/43224692/downloading-image-from-firebase-storage-using-picasso-out-of-memory-exception,True,out of memory,Memory Consumption,Image,,,,,1,1,1
how to get data usage from settings in android,"android,android-studio,android-intent",https://stackoverflow.com/questions/43179989/how-to-get-data-usage-from-settings-in-android,True,data usage,No,No,,,,,0,0,0
FragmentTransaction.AddToBackStack causes memory leaks,"android,android-fragments,memory-leaks,leakcanary",https://stackoverflow.com/questions/43175862/fragmenttransaction-addtobackstack-causes-memory-leaks,True,memory leak,Memory Consumption,Fragment,,,,,1,1,1
Android converting stream to byte array Out of Memory Exceptions,"java,android",https://stackoverflow.com/questions/43144029/android-converting-stream-to-byte-array-out-of-memory-exceptions,True,out of memory,Memory Consumption,"Object Creation
Massive Data",,,,,1,1,1
RealmError: Realm Out of memory size,"android,realm,realm-java",https://stackoverflow.com/questions/43144021/realmerror-realm-out-of-memory-size,True,out of memory,Memory Consumption,"Database Operation
Activity
Fragment
Background Thread",,,,,1,1,1
"Possible memory leak (Android, Glide, Activity stack)","android,memory-leaks,android-glide,activity-stack",https://stackoverflow.com/questions/43137331/possible-memory-leak-android-glide-activity-stack,True,memory leak,Memory Consumption,"Image
Object Creation
Activity",,,,,1,1,1
Memory leak when removing location update from a fragment in onPause,"android,android-fragments,google-play-services,fusedlocationproviderapi,leakcanary",https://stackoverflow.com/questions/43135948/memory-leak-when-removing-location-update-from-a-fragment-in-onpause,True,memory leak,Memory Consumption,"Background Thread
Service",,,,,1,1,1
Simple ViewPager Application causing memory leak error,"android,memory-leaks,android-viewpager",https://stackoverflow.com/questions/43115305/simple-viewpager-application-causing-memory-leak-error,True,memory leak,No,No,,,,,0,0,0
How to prevent out of memory exception while receiving big images from camera via usb cable?,"android,out-of-memory,usb-otg",https://stackoverflow.com/questions/43088670/how-to-prevent-out-of-memory-exception-while-receiving-big-images-from-camera-vi,True,out of memory,Memory Consumption,Image,,,,,1,1,1
android java lang abstractstringbuilder enlargebuffer out of memory error,"java,android",https://stackoverflow.com/questions/43071858/android-java-lang-abstractstringbuilder-enlargebuffer-out-of-memory-error,True,out of memory,Memory Consumption,"Massive Data
Object Creation",,,,,1,1,1
How to get Data usage on android by both wifi and Mobile data?,"android,android-wifi,android-data-usage,mobile-data",https://stackoverflow.com/questions/43064647/how-to-get-data-usage-on-android-by-both-wifi-and-mobile-data,True,data usage,No,No,,,,,0,0,0
How to get android app size like other App Manager application,"java,android",https://stackoverflow.com/questions/43037765/how-to-get-android-app-size-like-other-app-manager-application,True,app size,No,No,,,,,0,0,0
pthread_create failed: couldn&#39;t allocate 1064960-byte stack: Out of memory,"android,android-fragments,rx-java,rx-android,sqlbrite",https://stackoverflow.com/questions/43019258/pthread-create-failed-couldnt-allocate-1064960-byte-stack-out-of-memory,True,out of memory,Memory Consumption,"Fragment
Database Operation",,,,,1,1,1
Android PdfDocument.writeTo causing ANR for large documents,android,https://stackoverflow.com/questions/43014040/android-pdfdocument-writeto-causing-anr-for-large-documents,True, ANR ,Responsiveness,No,,,,,1,1,1
C memory leak in android JNI code,"java,android,c,java-native-interface",https://stackoverflow.com/questions/43004807/c-memory-leak-in-android-jni-code,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
Improve button response time,"java,android",https://stackoverflow.com/questions/42984192/improve-button-response-time,True,response time,Responsiveness,No,,,,,1,1,1
Appium forces JavaScript heap out of memory,"java,android,testing,appium",https://stackoverflow.com/questions/42975130/appium-forces-javascript-heap-out-of-memory,True,out of memory,Memory Consumption,"Object Creation
Resource",,,,,1,1,1
Why Occur ActivityManager ANR on android?,android,https://stackoverflow.com/questions/42965065/why-occur-activitymanager-anr-on-android,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
Dash path effect making screen sluggish,"android,performance,android-custom-view",https://stackoverflow.com/questions/42944376/dash-path-effect-making-screen-sluggish,True,sluggish,Responsiveness,UI Rendering,,example,,,1,1,1
"How can I solve this memory leak? Actually, where is the memory leak?","java,android,memory,memory-leaks",https://stackoverflow.com/questions/42940857/how-can-i-solve-this-memory-leak-actually-where-is-the-memory-leak,True,memory leak,No,No,,,,,0,0,0
NGraphics rendering SVG Path on Xamarin Droid gives poor results,"android,svg,xamarin,xamarin.android,ngraphics",https://stackoverflow.com/questions/42906883/ngraphics-rendering-svg-path-on-xamarin-droid-gives-poor-results,True,graphics rendering,No,No,,,,,1,0,0
How to check memory leaks ? and how to tackle those?,"android,memory-leaks",https://stackoverflow.com/questions/42902490/how-to-check-memory-leaks-and-how-to-tackle-those,True,memory leak,Memory Consumption,"Image
Resource",,,,,1,1,1
out of memory in recycler adapter,"php,android,android-recyclerview,out-of-memory",https://stackoverflow.com/questions/42865032/out-of-memory-in-recycler-adapter,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android YouTube API memory leak when using RecyclerView,"android,android-youtube-api,leakcanary",https://stackoverflow.com/questions/42861439/android-youtube-api-memory-leak-when-using-recyclerview,True,memory leak,Memory Consumption,"Fragment
Service",,,,,1,1,1
Exception out of memory from Android,"php,android,sql-server,json",https://stackoverflow.com/questions/42854360/exception-out-of-memory-from-android,True,out of memory,Memory Consumption,"Image
Third-Party Library",,,,,1,1,1
Android studio memory leak activity does not finish in a thread,"android,multithreading,android-activity,memory-leaks",https://stackoverflow.com/questions/42853428/android-studio-memory-leak-activity-does-not-finish-in-a-thread,True,memory leak,Memory Consumption,"Resource
Loop",,,,,1,1,1
Memory leak on fragment transaction,"android,android-fragments,memory-leaks,fragment,android-support-library",https://stackoverflow.com/questions/42801657/memory-leak-on-fragment-transaction,True,memory leak,Memory Consumption,Fragment,,,,,1,1,1
TransitionDrawable causing ANR in android,"android,transitiondrawable",https://stackoverflow.com/questions/42792237/transitiondrawable-causing-anr-in-android,True, ANR ,Responsiveness,"Main Thread
Image",,,,,1,1,1
I can&#39;t fix a tiny memory leak detected with canaryLeak. [Video demo],"java,android,memory-leaks,leakcanary",https://stackoverflow.com/questions/42722105/i-cant-fix-a-tiny-memory-leak-detected-with-canaryleak-video-demo,True,memory leak,Memory Consumption,"Object Creation
Fragment
View",,,,,1,1,1
Android Memory leak (Activity) how to find the cause,"android,android-activity,memory-leaks",https://stackoverflow.com/questions/42707030/android-memory-leak-activity-how-to-find-the-cause,True,memory leak,Memory Consumption,Activity,,,,,1,1,1
Android memory leak with Glide,"android,memory-leaks,android-glide",https://stackoverflow.com/questions/42670237/android-memory-leak-with-glide,True,memory leak,Memory Consumption,"Image
Resource
Activity",,,,,1,1,1
Out of memory is killing me,android,https://stackoverflow.com/questions/42662526/out-of-memory-is-killing-me,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android Bitmap Out of memory error,"java,android,bitmap",https://stackoverflow.com/questions/42661624/android-bitmap-out-of-memory-error,True,out of memory,Memory Consumption,"Resource
Image",,,,,1,1,1
Is Calling new Runnable() inside Static method safe from Memory Leak?,"android,multithreading,memory-leaks",https://stackoverflow.com/questions/42658066/is-calling-new-runnable-inside-static-method-safe-from-memory-leak,True,memory leak,No,No,,,,,0,0,0
Solution to memory leak with Appcelerator drawer?,"android,memory-leaks,appcelerator-titanium,appcelerator-mobile,appcelerator-alloy",https://stackoverflow.com/questions/42655209/solution-to-memory-leak-with-appcelerator-drawer,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
Android Out of Memory Error,"java,android,out-of-memory",https://stackoverflow.com/questions/42640682/android-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Fragment call cause application not responding,"java,android,xml,android-layout,android-fragments",https://stackoverflow.com/questions/42632161/fragment-call-cause-application-not-responding,True,application not responding,Responsiveness,Dynamic UI Loading,,,,,1,1,1
SurfaceFlinger/gralloc Out of Memory error when allocating buffer memory for use with virtual frame buffer on Android x86 Nougat,"android,linux-kernel,android-source,android-x86,surfaceflinger",https://stackoverflow.com/questions/42594394/surfaceflinger-gralloc-out-of-memory-error-when-allocating-buffer-memory-for-use,True,out of memory,Memory Consumption,"Configuration
Resource",,,,,1,1,1
Unable to locate cause of memory leak in Android app,"c#,android,memory,xamarin,memory-leaks",https://stackoverflow.com/questions/42587871/unable-to-locate-cause-of-memory-leak-in-android-app,True,memory leak,No,No,,,,,0,0,0
Out of Memory exception in android app video uploading,"android,video,upload,out-of-memory,heap-memory",https://stackoverflow.com/questions/42571717/out-of-memory-exception-in-android-app-video-uploading,True,out of memory,Memory Consumption,"Massive Data
Object Creation",,,,,1,1,1
Application name in data usage screen does not match Application Label,android,https://stackoverflow.com/questions/42558031/application-name-in-data-usage-screen-does-not-match-application-label,True,data usage,No,No,,,,,0,0,0
Android : Battery drains around 4 hours common with wifi ON and screen ON always,"android,android-wifi",https://stackoverflow.com/questions/42550241/android-battery-drains-around-4-hours-common-with-wifi-on-and-screen-on-always,True,battery drain,Energy Consumption,Wakelock,,,,,1,1,1
Crashlytics not working when using ANR Watch Dog,android,https://stackoverflow.com/questions/42531090/crashlytics-not-working-when-using-anr-watch-dog,True, ANR ,Responsiveness,Service,,,,,1,1,1
glDeleteBuffers CPU usage on iOS,"android,c++,ios,opengl-es",https://stackoverflow.com/questions/42455106/gldeletebuffers-cpu-usage-on-ios,True,cpu usage,CPU Usage,Third-Party Library,,,,,1,1,1
how to fix memory leak on textview,"android,memory-leaks,dagger-2,mvp",https://stackoverflow.com/questions/56614292/how-to-fix-memory-leak-on-textview,True,memory leak,Memory Consumption,"Activity
Fragment",,,,,1,1,1
How can i fix Mapbox - ANR - Broadcast of Intent?,"java,android,mapbox-android",https://stackoverflow.com/questions/56604860/how-can-i-fix-mapbox-anr-broadcast-of-intent,True, ANR ,Responsiveness,Background Thread,,,,,1,1,1
How to solve the CameraX app&#39;s being unresponsive?,"android,android-camera,android-camera2,androidx,android-camerax",https://stackoverflow.com/questions/56587346/how-to-solve-the-camerax-apps-being-unresponsive,True,unresponsive,"Responsiveness
CPU Usage
GPU Usage",No,,,,,1,1,1
CPU usage is 10%~20% higher when rendering animation in Android Oreo,"android,android-animation,cpu-usage,android-8.0-oreo",https://stackoverflow.com/questions/56524002/cpu-usage-is-1020-higher-when-rendering-animation-in-android-oreo,True,cpu usage,CPU Usage,UI Rendering,,,,,1,1,1
Memory leak in Android Fragment,android,https://stackoverflow.com/questions/56496535/memory-leak-in-android-fragment,True,memory leak,Memory Consumption,Fragment,,,,,1,1,1
is this a memory leak attaching to a view?,"android,memory-leaks",https://stackoverflow.com/questions/56448774/is-this-a-memory-leak-attaching-to-a-view,True,memory leak,Memory Consumption,No,,,,"You should use Handler() for this case since it will cause a memory leak based on what you're trying to do. postDelayed will push into a queue and when the context gets destroyed, the queue stays behind.

",0,1,0
is static variables cause memory leak in android?,"android,memory-leaks",https://stackoverflow.com/questions/56324876/is-static-variables-cause-memory-leak-in-android,True,memory leak,No,No,,,,,0,0,0
Will using Asynctask in another class or in a headless fragment still cause memory leak?,"android,android-fragments,memory-leaks,android-asynctask,headless-fragments",https://stackoverflow.com/questions/56306251/will-using-asynctask-in-another-class-or-in-a-headless-fragment-still-cause-memo,True,memory leak,Memory Consumption,AsyncTask,,,,,1,1,1
My app becomes unresponsive when it fails to record sound,"java,android,audio-recording",https://stackoverflow.com/questions/56294571/my-app-becomes-unresponsive-when-it-fails-to-record-sound,True,unresponsive,Responsiveness,Resource,,,,,1,1,1
Wired Out of memory: Java heap space error with ffmpeg library,"android,gradle,ffmpeg,out-of-memory,heap-memory",https://stackoverflow.com/questions/56271816/wired-out-of-memory-java-heap-space-error-with-ffmpeg-library,True,out of memory,No,No,,,,,0,0,0
Memory leak in SemClipboardManager class,"android,performance,memory-management,memory-leaks,leakcanary",https://stackoverflow.com/questions/56237122/memory-leak-in-semclipboardmanager-class,True,memory leak,Memory Consumption,"Activity
View",,,,,1,1,1
How to apply button press-latency in an android app?,"java,android",https://stackoverflow.com/questions/56203349/how-to-apply-button-press-latency-in-an-android-app,True,latency,Responsiveness,Resource,,,,,1,1,1
Android beacon library Background service - UI lag when Video Play or Load some API Data,"android,ibeacon,altbeacon,ibeacon-android,android-ibeacon",https://stackoverflow.com/questions/56188847/android-beacon-library-background-service-ui-lag-when-video-play-or-load-some,True,UI lag,Responsiveness,"Background Thread
Resource",,,,,1,1,1
pthread_create failed: couldn&#39;t allocate 1069056-bytes mapped space: Out of memory,"android,android-ndk,out-of-memory",https://stackoverflow.com/questions/56134211/pthread-create-failed-couldnt-allocate-1069056-bytes-mapped-space-out-of-memo,True,out of memory,Memory Consumption,Background Thread,,,,,1,1,1
Memory leak when using runOnUiThread,android,https://stackoverflow.com/questions/56104226/memory-leak-when-using-runonuithread,True,memory leak,Memory Consumption,UI Rendering,,,,,1,1,1
Is passing Context as a parameter to a method in a Singleton class causes memory leak,"java,android,singleton",https://stackoverflow.com/questions/56102382/is-passing-context-as-a-parameter-to-a-method-in-a-singleton-class-causes-memory,True,memory leak,Memory Consumption,Singleton,,new factor,,,1,1,1
"Intent: Avoiding memory leaks when one instantiates an Intent, by using getApplicationContext()?","android,android-intent,android-context",https://stackoverflow.com/questions/56092714/intent-avoiding-memory-leaks-when-one-instantiates-an-intent-by-using-getappli,True,memory leak,No,No,,,,,0,1,0
Android: Memory leaks because of activity and context stored as objects attributes?,"android,android-activity,android-context,android-memory",https://stackoverflow.com/questions/56084899/android-memory-leaks-because-of-activity-and-context-stored-as-objects-attribut,True,memory leak,Memory Consumption,"Object Creation
Activity",,,,,1,1,1
How do I load 1000 images from assets to viewpager adapter in Android? i am getting out of memory problem,"android,android-viewpager,assets,android-image",https://stackoverflow.com/questions/56070013/how-do-i-load-1000-images-from-assets-to-viewpager-adapter-in-android-i-am-gett,True,out of memory,Memory Consumption,"Image
Resource",,,,,1,1,1
Getting a memory leak after calling lifecycle.addObserver,"android,memory-leaks,android-architecture-components,leakcanary",https://stackoverflow.com/questions/56056251/getting-a-memory-leak-after-calling-lifecycle-addobserver,True,memory leak,Memory Consumption,No,,,,,1,1,1
Getting Out of memory: Java heap space. OR GC overhead limit exceeded when building release APK after Android studio 3.4 update,"android,android-studio,build.gradle",https://stackoverflow.com/questions/55999840/getting-out-of-memory-java-heap-space-or-gc-overhead-limit-exceeded-when-build,True,out of memory,No,No,,,,,0,0,0
LocationListener is causing memory leak in android,"android,locationmanager,locationlistener",https://stackoverflow.com/questions/55916644/locationlistener-is-causing-memory-leak-in-android,True,memory leak,Memory Consumption,"Object Creation
Service",,,,,1,1,1
How to avoid memory leaks in RecyclerView ViewHolder?,"android,android-recyclerview,memory-leaks,android-handler",https://stackoverflow.com/questions/55879444/how-to-avoid-memory-leaks-in-recyclerview-viewholder,True,memory leak,No,No,,,,,0,0,0
Clang analyzer missing memory leaks,"android,c++,memory-leaks,clang-static-analyzer",https://stackoverflow.com/questions/55844622/clang-analyzer-missing-memory-leaks,True,memory leak,Memory Consumption,Configuration,,,,,1,1,1
Android App Memory leaks with repeated volley calls,"java,android,memory-leaks,android-volley",https://stackoverflow.com/questions/55840505/android-app-memory-leaks-with-repeated-volley-calls,True,memory leak,Memory Consumption,Fragment,,,,,1,1,1
Battery drain issue with background location service,"android,geolocation,battery",https://stackoverflow.com/questions/55831538/battery-drain-issue-with-background-location-service,True,battery drain,Energy Consumption,"Service
Wakelock
HTTP Request",,,,,1,1,1
Sudden spike in FCM HTTP API response latency,"android,firebase,firebase-cloud-messaging",https://stackoverflow.com/questions/55822939/sudden-spike-in-fcm-http-api-response-latency,True,latency,Responsiveness,"Service
Resource",,,,,1,1,1
error OpenGLRenderer: GL error: Out of memory,"android,opengl-es",https://stackoverflow.com/questions/55808378/error-openglrenderer-gl-error-out-of-memory,True,out of memory,Memory Consumption,"Resource
Image
Background Thread",,,,,1,1,1
Reducing the APK size - Building so files for only certain platforms,"android,gradle,apk",https://stackoverflow.com/questions/55798940/reducing-the-apk-size-building-so-files-for-only-certain-platforms,True,apk size,No,No,,,,,0,0,0
Android Design: Intentservice causing application not responding,"android,websocket,android-asynctask,background-process,android-intentservice",https://stackoverflow.com/questions/55743886/android-design-intentservice-causing-application-not-responding,True,application not responding,Responsiveness,"Background Thread
Main Thread
Service",,,,,1,1,1
Androidx Constraintlayout is unresponsive with Android Studio,"android,android-studio,android-constraintlayout,androidx",https://stackoverflow.com/questions/55718820/androidx-constraintlayout-is-unresponsive-with-android-studio,True,unresponsive,Responsiveness,UI Rendering,,,,,1,1,1
Is there a reason for why AccessibilityManager.sInstance would cause a memory leak?,"java,android,android-activity,leakcanary",https://stackoverflow.com/questions/55697904/is-there-a-reason-for-why-accessibilitymanager-sinstance-would-cause-a-memory-le,True,memory leak,No,No,,,,,0,0,0
Not able to find memory leak,"android,memory-leaks,leakcanary",https://stackoverflow.com/questions/55683943/not-able-to-find-memory-leak,True,memory leak,Memory Consumption,"Fragment
AsyncTask",,,,,1,1,1
The use of threads and async-tasks couldn&#39;t prevent ANR error,"java,android,multithreading,android-asynctask,android-anr-dialog",https://stackoverflow.com/questions/55661035/the-use-of-threads-and-async-tasks-couldnt-prevent-anr-error,True, ANR ,Responsiveness,"Main Thread
HTTP Request",,,,,1,1,1
I get a memory leak when I start a transition with shared elements from a recycler item,"android,android-recyclerview,memory-leaks,androidx,activity-transition",https://stackoverflow.com/questions/55658839/i-get-a-memory-leak-when-i-start-a-transition-with-shared-elements-from-a-recycl,True,memory leak,Responsiveness,"Dynamic UI Loading
Resource
View",,,,,1,1,1
Efficient way to rotate bitmap without OOM issue,"android,bitmap",https://stackoverflow.com/questions/55623826/efficient-way-to-rotate-bitmap-without-oom-issue,True, oom ,Memory Consumption,"Object Creation
Image",,,,,1,1,1
My app works but log gives &quot;No package ID ff found for ID 0xffffffff.&quot;,android,https://stackoverflow.com/questions/55615291/my-app-works-but-log-gives-no-package-id-ff-found-for-id-0xffffffff,True, FF ,No,No,,,,,0,0,0
How to prevent memory leaks when using dynamic screens?,"android,memory-leaks,leakcanary",https://stackoverflow.com/questions/55608065/how-to-prevent-memory-leaks-when-using-dynamic-screens,True,memory leak,Memory Consumption,"Singleton
Resource",,,,,1,1,1
Android MediaCodec asynchronous decode / encode latency depends on frame timing,"android,android-mediacodec,video-encoding,transcoding",https://stackoverflow.com/questions/55568961/android-mediacodec-asynchronous-decode-encode-latency-depends-on-frame-timing,True,latency,Responsiveness,"AsyncTask
Inefficient Method",,,,,1,1,1
unresponsive error in calling Api the movie Database in ViewModel,"android,mvvm,fragment,retrofit",https://stackoverflow.com/questions/55527034/unresponsive-error-in-calling-api-the-movie-database-in-viewmodel,True,unresponsive,No,No,,,,,0,0,0
Singleton usage creates memory leak in kotlin,"android,kotlin,singleton",https://stackoverflow.com/questions/55521604/singleton-usage-creates-memory-leak-in-kotlin,True,memory leak,Memory Consumption,Singleton,,check,"You are passing the Context instance into the Singleton, the context might be an activity, a service, etc. It might make the context from leaking.", Using applicationContext instead.,1,0,1
Android new shriking tool R8 does not reflect any change in APK size,"android,dex,android-r8",https://stackoverflow.com/questions/55452406/android-new-shriking-tool-r8-does-not-reflect-any-change-in-apk-size,True,apk size,Storage Consumption,Configuration,,,,,1,1,1
Android | ANR - how to detect?,"android,android-anr-dialog",https://stackoverflow.com/questions/60692142/android-anr-how-to-detect,True, ANR ,Responsiveness,"Background Thread
Main Thread",,,,,1,1,1
AppMeasurementInstallReferrerReceiver causes many ANR with FirebaseAnalytics,"android,broadcastreceiver,firebase-analytics,google-analytics-firebase,google-analytics-sdk",https://stackoverflow.com/questions/60681185/appmeasurementinstallreferrerreceiver-causes-many-anr-with-firebaseanalytics,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
Memory leak: Anonymous class implementing io.reactivex.Observer,"android,rx-java2,leakcanary,kotlin-inline-class",https://stackoverflow.com/questions/60676082/memory-leak-anonymous-class-implementing-io-reactivex-observer,True,memory leak,Memory Consumption,No,,,,,1,1,1
Fragment view memory leak despite setting parent view to null in onDestroyView,"android,android-studio,android-fragments,memory-leaks,leakcanary",https://stackoverflow.com/questions/60672013/fragment-view-memory-leak-despite-setting-parent-view-to-null-in-ondestroyview,True,memory leak,Memory Consumption,Fragment,not release reference,example,"You're still holding onto a reference to btnSignUp after onDestroyView - that is what is leaking. You have to drop all reference to all Views within the view that was just destroyed.

Therefore you should either use the same approach (make it a nullable var) or not hold onto a reference to btnSignUp in your Fragment at all - at least in your code sample, it could easily be a local variable. (In fact, the same applies to your mView - you get the View as an input to onViewCreated(), there's no reason to hold onto it at the Fragment level).",,1,1,1
DialogFragment in CustomView is causing memory leak,"android,memory-leaks,android-dialogfragment,leakcanary",https://stackoverflow.com/questions/60638173/dialogfragment-in-customview-is-causing-memory-leak,True,memory leak,Memory Consumption,Fragment,,,,,1,1,1
APK size is increased due to audience-network.dex file,"android,android-studio,apk,android-install-apk,facebook-audience-network",https://stackoverflow.com/questions/60618213/apk-size-is-increased-due-to-audience-network-dex-file,True,apk size,Storage Consumption,"Third-Party Library
Resource",,,,,1,1,1
Memory leak in DatePickerDialog. How to identify what is the problem?,"android,leakcanary",https://stackoverflow.com/questions/60609378/memory-leak-in-datepickerdialog-how-to-identify-what-is-the-problem,True,memory leak,Memory Consumption,"Fragment
Third-Party Library",,,,,1,1,1
RecyclerView click listener best practice and without memory leaks,"android,android-recyclerview,memory-leaks,leakcanary",https://stackoverflow.com/questions/60559528/recyclerview-click-listener-best-practice-and-without-memory-leaks,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
Android: ANR (Activity Not Responding) on getExternalStorageDirectory(),"android,storage,external,android-anr-dialog",https://stackoverflow.com/questions/60545141/android-anr-activity-not-responding-on-getexternalstoragedirectory,True, ANR ,Responsiveness,Main Thread,,,,,1,1,1
App crashes on launch time with react native CLI after installing react-navigation 5,"android,react-native,react-navigation,react-navigation-v5",https://stackoverflow.com/questions/60502404/app-crashes-on-launch-time-with-react-native-cli-after-installing-react-navigati,True,launch time,No,No,,,,,0,0,0
leakcanary FirestoreRecyclerAdapter memory leak,"android,android-recyclerview,memory-leaks,leakcanary",https://stackoverflow.com/questions/60484054/leakcanary-firestorerecycleradapter-memory-leak,True,memory leak,No,No,,,,,0,0,0
KeyguardManager Memory Leak,"android,leakcanary",https://stackoverflow.com/questions/60477120/keyguardmanager-memory-leak,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
My interstitial Ad is causing a memory leak?,"java,android,memory-leaks,interstitial",https://stackoverflow.com/questions/60359513/my-interstitial-ad-is-causing-a-memory-leak,True,memory leak,Memory Consumption,Activity,,,,,1,1,1
Can RecyclerView with onClickListener in constructor cause memory leak?,"android,android-recyclerview,memory-leaks",https://stackoverflow.com/questions/60353158/can-recyclerview-with-onclicklistener-in-constructor-cause-memory-leak,True,memory leak,No,No,,,,,0,0,0
Get path for data storage,android,https://stackoverflow.com/questions/60304061/get-path-for-data-storage,True,data storage,No,No,,,,,0,0,0
Getting Out of memory error in android Maps sometimes,"android,android-maps-v2",https://stackoverflow.com/questions/60198115/getting-out-of-memory-error-in-android-maps-sometimes,True,out of memory,Memory Consumption,"Fragment
Resource",,,,,1,1,1
App crash in the second launch time in a real device when i use LocationManager.getLastKnowLocation(),"java,android,android-permissions,okhttp",https://stackoverflow.com/questions/60185262/app-crash-in-the-second-launch-time-in-a-real-device-when-i-use-locationmanager,True,launch time,Responsiveness,"Main Thread
Service",,,,,1,1,1
