commit_Link,commit_Title,commit_Description,issue_Id,issue_link,matched_keywords
https://github.com/ankidroid/Anki-Android/commit/dc5d882ab83cba5740021e6d4946f75286a0bc4e,Remove latency for long-tap to work in Browser,"Previously we were calling TASK_TYPE_RENDER_BROWSER_QA with the first 1000 cards in the result from mSearchCardsHandler.onPostExecute().
Since mRenderQAHandler does a notifyDataSetChanged() for EVERY card in the list as they're updated, this was effectively blocking the long-click listener for the cards, so I moved that initial card rendering code into the first DeckTask and dropped it from 1000 to 500.

I also did some tidying up to use the List and Map interfaces polymorphically instead of the ArrayList and HashMap implementations.Fixes#4191",,,latency
https://github.com/ankidroid/Anki-Android/commit/e48050043366e9ff6d21e2f54158849539ef2f49,Merged '9cfb7bb' from release-2.4:,"Commit 'f28082a'
Use largeHeap to fix OOM errors when checking db and importing

Commit '60d1206'
Changes to db error handling
Don't bother trying to auto-repair as it wasn't working well
Only show ""repair"" option in dialog when sqlite3 installed
Reword error dialog",f28082a,https://github.com/ankidroid/Anki-Android/commit/f28082ae95321ff51f213e60cc2378340bc6fa6d, oom 
https://github.com/ankidroid/Anki-Android/commit/f28082ae95321ff51f213e60cc2378340bc6fa6d,Use largeHeap to fix OOM errors when checking db and importing,,,, oom 
https://github.com/ankidroid/Anki-Android/commit/a866775b990b75e10d2c3c82873c7fdba691d61e,Merge pull request,fix memory leak due to statically declared DeckTask variable,#287,https://github.com/ankidroid/Anki-Android/pull/287,memory leak
https://github.com/ankidroid/Anki-Android/commit/8abc9c444ebe691b2e22faa7969e9ee6f1b76033,fix memory leak due to statically declared variable DeckTask sLatestInstance in Async.DeckTask,…nstance in Async.DeckTask,,,memory leak
https://github.com/ankidroid/Anki-Android/commit/87195b45fe3f4d6bd18952d7c6bf954627f1e3d2,Skipped '9a55027' from hotfix-2.1.2: Change the default to force quick WebView updates.,"…k WebView updates.

Currently, the default is to not use quick WebView updates (updating the
content of the WebView when changing cards). This was done due to a bug
(first identified in Gingerbread during the development of AnkiDroid 0.7
and custom fonts support). The bug lead to the application crashing in
native code due to a probable memory leak in WebView that was trigged by
using custom fonts.

A setting for this was introduced in a previous versio as on more recent
devices, the WebView issue seemed to not be reproducible, and recreating
the WebView each time did introduce significant flickering on some
devices.

However, more recently we have found a bug related to text input that is
not reproducible when quick WebView updates are enabled. Since the
WebView bug is probably obsolete on recent versions of Android, make
quick WebView updates the default.

The idea is that we will have fewer people experiencing the former than
the latter issue, and therefore the new default is likely to affect
fewer users.",,,memory leak
https://github.com/ankidroid/Anki-Android/commit/500583063fc310d2d9d20d996eec7e397b04b684,Change the default to force quick WebView updates.,"Currently, the default is to not use quick WebView updates (updating the
content of the WebView when changing cards). This was done due to a bug
(first identified in Gingerbread during the development of AnkiDroid 0.7
and custom fonts support). The bug lead to the application crashing in
native code due to a probable memory leak in WebView that was trigged by
using custom fonts.

A setting for this was introduced in a previous versio as on more recent
devices, the WebView issue seemed to not be reproducible, and recreating
the WebView each time did introduce significant flickering on some
devices.

However, more recently we have found a bug related to text input that is
not reproducible when quick WebView updates are enabled. Since the
WebView bug is probably obsolete on recent versions of Android, make
quick WebView updates the default.

The idea is that we will have fewer people experiencing the former than
the latter issue, and therefore the new default is likely to affect
fewer users.",,,memory leak
https://github.com/ankidroid/Anki-Android/commit/fec5ff00852f90257b046e8a97210929628a1f00,Fix resource leak.,Close stream after use.,,,resource leak
https://github.com/ankidroid/Anki-Android/commit/ade210aafaab15e40c80289f091869c00c620dc1,"put deck closing in async task for start of personal/shared deckpicker --> otherwise, ui freezes for some minutes","…r --> otherwise, ui freezes for some minutes",,,UI freeze
https://github.com/ankidroid/Anki-Android/commit/d661a260884dd50e65f3b3df63597d9627e40cce,more sluggish adjustment of swipe's offpath,,,,sluggish
https://github.com/ankidroid/Anki-Android/commit/b344bccb59def2d6f3d61a26bb701a2adbb5c7c2,"Some love for full syncing: fix for out of memory crash on large decks (issue 203), better error (from client or server) reporting, don't lose original deck if full download fails half way through.","…s (issue 203), better error (from client or server) reporting, don't lose original deck if full download fails half way through.",,,out of memory
https://github.com/ankidroid/Anki-Android/commit/9193806eb0546bf8d7c040ad40272d632b4d3e99,Reduce battery drain caused by insainly high value of widget update period. The period is now set to 1 hour but we still wake up the device to perform the update. We might consider the use of an al…,"…eriod. The period is now set to 1 hour but we still wake up the device to perform the update. We might consider the use of an alarm to avoid waking up the device when it is asleep, or at least let the user configure the update period himself.",,,battery drain
https://github.com/PaulWoitaschek/Voice/commit/625e59e90512d96f81dda3427b564cf33da38015,Stop the service in onTaskRemoved,"If the player isn't set to play when ready, the service is stopped and resources released.
 This is done because if the app is swiped away from recent apps without this check, the notification would remain in an unresponsive state.
Further explanation can be found at:androidx/media#167 (comment)",,,unresponsive
https://github.com/PaulWoitaschek/Voice/commit/ae674ff0827bb98922118f9268d235d957f7be3e,Merge pull request,Fix an issue where notifications became unresponsive after some time.,#1960,https://github.com/PaulWoitaschek/Voice/pull/1960,unresponsive
https://github.com/PaulWoitaschek/Voice/commit/a8b8a0844e70e8134078ef0dc6727602d0abc22a,Inject the Application in order to prevent memory leaks in a compile time safe way.,…time safe way.,,,memory leak
https://github.com/PaulWoitaschek/Voice/commit/6e486df2a74e182e51dd842fbf83cfe00346fae5,Fixed a memory leak in the sleep timer dialog.,,,,memory leak
https://github.com/PaulWoitaschek/Voice/commit/945745303c2eba93ef84f38522d757df48ac5e08,Check if the view is laid out for deciding if we should animate or not.,Fixes subtle ui lags.,,,UI lag
https://github.com/PaulWoitaschek/Voice/commit/2389629b94915edb05cbac9771541ad4c9f83901,Fixed memory leaks in book play controller.,,,,memory leak
https://github.com/PaulWoitaschek/Voice/commit/76c70f2cda5f7f61e3e7486544a07abd95e0380d,Fixed memory leaks in book shelf controller.,,,,memory leak
https://github.com/PaulWoitaschek/Voice/commit/0f39cbcfab4e01aa9551092e66d7c9954004949b,Cache the image that is displayed to greatly reduce memory consumption,,,,memory consumption
https://github.com/PaulWoitaschek/Voice/commit/45cf1379fa09f3e708c350a1312819861615895e,Simplyfiy the presenter and only hold the chosen file on runtime changes.,…ges.,,,runtime change
https://github.com/PaulWoitaschek/Voice/commit/36e72a27bf2bd85c670f35d941d462a45f19ac90,Made subjective start time way shorter.,Added a fake theme that uses the old windowTitle to mimic the AppBar as we can't show it when the app is starting. This way the launch time stays the same but seems significantly shorter.,,,launch time
https://github.com/PaulWoitaschek/Voice/commit/dbf12e4662e492ac3cf68f5fc240768255044a31,Fixed memory leak by setting setRetainInstance to false.,,,,memory leak
https://github.com/PaulWoitaschek/Voice/commit/54dd48e6c9f33b19142d84a025c2c130bd6753ec,Removed redundant call. Fixes memory leak,,,,memory leak
https://github.com/PaulWoitaschek/Voice/commit/a0de101ae3756bbfe396e87c91fc438fc37e7086,Add views only when there is no saved instance state so fragments wont be lost on runtime changes,…t be lost on runtime changes,,,runtime change
https://github.com/PaulWoitaschek/Voice/commit/9f7d257a2f05c61ec37f9b3f1456c5e37bc305bf,Backups file before writing to prevent data loss in rare circumstances,,,,data loss
https://github.com/PaulWoitaschek/Voice/commit/17b1ed6ca73e56021b93fdeda095d69a93c7c72a,Added nullpointer check on tag from spinner (runtime changes),,,,runtime change
https://github.com/PaulWoitaschek/Voice/commit/b74aa926a514ca9be783cd23fe77f43820c63855,Loads sampled image to prevent OOM Error,,,, oom 
https://github.com/mullvad/mullvadvpn-app/commit/4a09f51122b7b9531df8e9aae424fa479457de6a,Add Android memory leak detection build type,"Adds a new build type which can be used to identify memory leaks by
using the Leak Canary dependency/tool.",,,memory leak
https://github.com/mullvad/mullvadvpn-app/commit/600b1c7e21f225780af2588129f67e299c922330,Merge branch 'fix-unresponsive-disconnecting-state',,,,unresponsive
https://github.com/mullvad/mullvadvpn-app/commit/ea2f627c6461148e064d227ee7d2363c75ddc5bc,Update nftnl crate to fix memory leak,,,,memory leak
https://github.com/mullvad/mullvadvpn-app/commit/5d8e026c1cf2bdb80ea03c62adfb6823397f6576,Add a acknowledgeStartForeground helper method,"Used to temporarily place the notification in the foreground by calling
`startForeground` in order to avoid ANR timeouts.",,, ANR 
https://github.com/mullvad/mullvadvpn-app/commit/ab3faea1d7f360ccf6113934f3d8bc3ffcd95d8f,Update jnix dependency to fix JNI memory leak,,,,memory leak
https://github.com/mullvad/mullvadvpn-app/commit/5255ac57671fed86fd607b515cd91a16db4322c4,Increase state change event timeout,"Because now the firewall handling may introduce enough latency for the
tests to fail.",,,latency
https://github.com/mullvad/mullvadvpn-app/commit/744ee393857eef4367f8abdae7eceae55a7c320c,Fix code smells that clippy detected,,,,code smell
https://github.com/BlackyHawky/Clock/commit/a56610c5125c246eb79812764c1993dfc1835c01,Merge remote-tracking branch 'goog/ub-deskclock-fantasy',"* goog/ub-deskclock-fantasy:
  Bump version to 4.5.2 - DO NOT MERGE
  Remove unused resources
  Talkback properly says top of the hour times - DO NOT MERGE
  Expanding an alarm will scroll it to the top of the screen - DO NOT MERGE
  Alarm notifications now stack properly on Android N
  All upcoming alarms can now be dismissed.
  Notifications are only grouped on Android N or later.
  Fix drop shadow computation for recycler views
  Fix talkback for collapsed and expanded alarms
  Use vector drawable for fab alarm icon
  Use vector drawables instead of density-specific images
  Use vector drawables for ringtone icons
  Use vector drawable for small alarm icon
  Use vector drawable for no-alarms icon
  Use tinted vector drawables for backspace icon
  Remove unused images
  Use vector drawables for tab icons
  Use vector drawables for in-app analog clock
  Scrollbar no longer touches analog world clocks.
  Relocate the reset/add timer button in constrained layouts
  Remove rogue call to always dim the screensaver
  Provide stable order for alarm notifications
  World clock search now shows hint text versus hint icon.
  Improve portrait layout of world clocks
  Improve stopwatch landscape layout
  Changing sound settings should be done in a new task
  Defer adapter updates while RV is computing layout
  Safely update expired timer views
  Set accent color for notifications
  Gradually increase volume now uses localized numeral system.
  Calcutta -> Kolkata
  Use single font size for alarm content
  Fade out stopwatch laps that pass under fab buttons
  Screen saver can now always be started with a long press.
  Refactored code so fab side button scaling makes more sense.
  Fab side buttons now scale down in multi-window mode.
  Show chronometer in expired timer notification
  Improve accuracy of notification creation/removal
  Pad the top of timer setup to be similar to the adjacent tab's content
  Keyboard can now be used to create a timer.
  Headset media button can snooze or dismiss an alarm.
  Adjust timer layout for multiwindow
  City search keyboard now starts in uppercase
  Reset stopwatch from notification does not open clock app
  Show warning snackbar when system default alarm ringtone is silent
  Refine alarm layouts
  Material Settings on pre-M devices
  Improve stopwatch tab layout for multiwindow
  Style the timer notification properly for N
  Show toast when DND is blocking alarms
  Insert small space between cities in digital widget
  Style the stopwatch notification properly for N
  Reduce FAB padding and FAB size in concert for multiwindow
  Restore selected alarm on orientation change
  Custom ringtone picker v2
  Shrink world clock fonts to avoid truncating times in wide locales
  Disable backup and restore
  Improve clock tab layout for multiwindow
  Adjust timer setup layout for multiwindow
  Adjust alarm tab layout for multiwindow
  Left and right buttons track fab size
  Adjust world clock tab layout for multiwindow
  Clock screensaver should always be fullscreen
  Make AlarmTest independent of device TimeZone
  Reduce city_widget_name_font_size to 10dp
  Fix world city list updates
  Fix update of next-alarm in widgets on KK
  Fix world city layout in extreme layout cases
  Remove world city widget
  Restore world cities list to digital clock widget
  Correctly format elapsed time in arabic
  Reduce memory churn for running stopwatches and timers
  Route all DAOs to Utils.getDefaultSharedPreferences
  Widgets now specify an initialLayout indicating they are ""Loading…""
  Revert decreased stopwatch refresh rate in Accessibility mode.
  Fix the orientation of fullscreen firing timers on phones
  Set the 12/24 hour time formats in XML for digital widget
  Increase ""muted alarm volume"" snackbar duration
  Digital widget clock font now matches keyguard clock font
  Disable multi-window support for Expired Timers activity
  Dreams are now called Screen savers
  Disable multi-window support for Alarm activity
  Remove content URI from stopwatch and timer - DO NOT MERGE
  Stop sample alarm playback whenever volume is adjusted to 0.
  Unmute action should set the alarm stream volume to ~30%
  Fix a few bugs with animated reset/lap button.
  Remove duplicate world city: Victoria
  Watch the settings DB narrowly for alarm stream volume changes
  Compute optimal portrait/landscape fonts on each widget update
  Tweak the layout algorithm for digital widget
  Show snackbar when alarm stream volume is muted
  Use avd for stopwatch lap to reset button transition.
  Fixing the build
  Introduce world city widget
  Prevent deadlock using DataModel#run(...)
  Add CONTENT_URI(s) for timers / stopwatch
  Use AlphaSafeImageButton subclass - DO NOT MERGE
  Relayout widgets after launcher is rotated
  Restore label string for digital widget
  Use PreferenceManager#setStorageDeviceProtected()
  Stop setting fixed 12-hour and 24-hour time formats in layouts
  Refactor MenuItemControllers
  Use updated FBE APIs
  Use Utils#RINGTONE_SILENT constant
  Push tabs to the left
  Fix NumberPickers in settings
  Avoid IllegalStateException while creating new alarm
  Remove unused Handler
  Fix the alarm list animations
  Adjust Repeat/Vibrate checkbox padding.
  Declare maxSdkVersion for legacy permissions
  Fine tune clock icon font
  Do not resize main activity when displaying the soft keyboard
  Stop using dedicated view to indicate silent state of alarm
  Overhaul the digital clock widget
  Don't use Google proprietary launcher icon
  Avoid NPE while constructing TimerItemFragment
  Stop using custom fonts
  Avoid showing timer creation inappropriately
  Change next alarm text to white
  Track pointer index in AlarmActivity#onTouchEvent
  Change next alarm text to white - DO NOT MERGE
  Remove targetSdkVersion from AndroidManifest.xml
  Rename ic_cancel.png -> ic_close.png
  Dismiss Now -> Dismiss now
  Bump version to 4.5.1 - DO NOT MERGE
  Introduce StopwatchListener to gracefully handle BOOT_COMPLETE
  Teach DeskClock about file-based encryption.
  Refactoring SharedPreferences to common location.
  Prevent duplicate alarms from being created via intents
  Alarms created via intents should default to vibrating
  Enable ""Switch Access"" support firing alarms
  Remove unused resources
  Fixes to support multiple alarm instances
  Use TypedArray#length() when retrieving cities
  Use TypedArray for cities
  Add positional specifiers to formatted strings
  Change ""Touch"" to ""Tap""
  Use PeriodicCallbackModel to alter app background color
  Adjust the formatting of date and next alarm time
  Re-expand selected alarm on device rotation
  Hide the notification timestamp for alarm notifications
  Add drop shadows beneath the app bars
  Use Logger singleton for custom logtags
  Provide a cleaner TC message description for the city format
  Update world cities
  Apply the monospace font feature to lap times to avoid jitter
  Remove gutter from overscroll indicator in clock tab
  Refactor the mechanism for delivering periodic callbacks
  Avoid IllegalAccessError while displaying missed alarm
  Avoid smooth scrolling tab changes when the app is not open
  Add alarm volume muted indicators
  resolve merge conflicts ofa21a311to ub-deskclock-escargatoire.
  Add timer vibrate option.
  Schedule next alarm instance when alarm is pre-dismissed
  Allow authority to be set from build configuration
  Ringtone picker dialog should use appcompat v7 AlertDialog
  Fix horizontal swiping problems in timer tab
  Fix capitalization problem
  Schedule alarm state callbacks to occur even when device is idle
  Ensure gradually increasing volume is immune to time jumps
  Remove special characters from comparison when searching cities
  Fix build warnings
  Remove unused 'Help' menu item
  Cleanup project files
  Center alarm icon in world clock
  Support a variety of am/pm string sizes when formatting times
  TimerSetupView now repurposes fab and buttons
  Avoid refreshing world clocks when none are selected
  Fix timepicker styling for API 23+
  Fab should shrink/grow as user changes tabs.
  Make volume rocker change ringer volume instead of alarm
  Never set the silent ringtone as the default alarm ringtone
  Refactor DataModel.resetOrDeleteTimer(...)
  Remember the last selected tab between DeskClock launches
  Use AppCompat's imageButtonStyle attribute
  Fix crash from using Fragment#getContext()
  Bump version to 4.5.0 and target SDK to 24
  Add alarm volume slider in preferences.
  Fix crash when launching ""snooze length"" dialog.
  Adopt android.support.preference-v14 library
  Fix alignment of alarm vibrate checkbox
  Center the delete icon within button's width.
  Implement custom ringtone picker for timers and alarms.
  Make more fixes for the build breakage caused by pulling in support v14
  Fix the build breakage caused by pulling in support v14

Change-Id: I78a5213bcd4434649214297102427148661b2f6c",,,memory churn
