keyword,title,publication,matched_venue,remain,analyzed
mobile_performance,Towards Impact of Chunk-Level Characteristics on Mobile Live Streaming Performance,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Transparently Exploiting Device-Reserved Memory for Application Performance in Mobile Systems,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_performance,Design and Performance of Resonant Beam Communications—Part II: Mobile Scenario,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_energy,GreenDroid: Automated Diagnosis of Energy Inefficiency for Smartphone Applications,IEEE Transactions on Software Engineering,transactions on software engineering,yes,yes
smartphone_energy,Maximizing Charging Satisfaction of Smartphone Users via Wireless Energy Transfer,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_energy,Sensing Human-Screen Interaction for Energy-Efficient Frame Rate Adaptation on Smartphones,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_energy,Experimental Evaluation of WiFi Active Power/Energy Consumption Models for Smartphones,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_energy,Context-Aware and Energy-Aware Video Streaming on Smartphones,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_energy,QoE-based energy reduction by controlling the 3g cellular data traffic on the smartphone,2013 22nd ITC Specialist Seminar on Energy Efficient and Green Networking (SSEEGN),ist ,no,not in venue list
smartphone_energy,Trade-offs for video-providers in LTE networks: Smartphone energy consumption vs wasted traffic,2013 22nd ITC Specialist Seminar on Energy Efficient and Green Networking (SSEEGN),ist ,no,not in venue list
smartphone_energy,PASS: Reducing Redundant Notifications between a Smartphone and a Smartwatch for Energy Saving,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_energy,A Personalized Network Activity-Aware Approach to Reducing Radio Energy Consumption of Smartphones,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Hermes: Latency Optimal Task Assignment for Resource-constrained Mobile Computing,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,A Progressive Approach to Reducing Data Collection Latency in Wireless Sensor Networks with Mobile Elements,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,QoE-Aware Computation Offloading to Capture Energy-Latency-Pricing Tradeoff in Mobile Clouds,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Latency Minimization for Mobile Edge Computing Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Supremo: Cloud-Assisted Low-Latency Super-Resolution in Mobile Devices,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Scalable and Low-Latency Federated Learning With Cooperative Mobile Edge Networking,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Novel Wake-up Scheme for Energy-Efficient Low-Latency Mobile Devices in 5G Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Deep Learning-Assisted Online Task Offloading for Latency Minimization in Heterogeneous Mobile Edge,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,DGL: Device Generic Latency Model for Neural Architecture Search on Mobile Devices,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Reducing Event Latency and Power Consumption in Mobile Devices by Using a Kernel-Level Display Server,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_latency,Distributed Task Offloading and Resource Allocation for Latency Minimization in Mobile Edge Computing Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
android_storage,Design and Implementation of File Multi-Cloud Storage System Based on Android,2020 IEEE 11th International Conference on Software Engineering and Service Science (ICSESS),international conference on software engineering,no,not in venue list
android_storage,Secure Storage of Data on Devices-Android based,2021 International Conference on Software Engineering & Computer Systems and 4th International Conference on Computational Science and Information Management (ICSECS-ICOCSIM),international conference on software engineering,no,not in venue list
mobile_cpu,Energy-Aware CPU Frequency Scaling for Mobile Video Streaming,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
android_energy,PowDroid: Energy Profiling of Android Applications,2021 36th IEEE/ACM International Conference on Automated Software Engineering Workshops (ASEW),automated software engineering,no,no need
android_energy,eTagger - An Energy Pattern Tagging Tool for GitHub Issues in Android Projects,2022 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,no,no need
android_energy,An Empirical Study of the Energy Consumption of Android Applications,2014 IEEE International Conference on Software Maintenance and Evolution,international conference on software maintenance and evolution,yes,only target problem
android_energy,"Software-based energy profiling of Android apps: Simple, efficient and reliable?","2017 IEEE 24th International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",no,no need
android_energy,EnergyPatch: Repairing Resource Leaks to Improve Energy-Efficiency of Android Apps,IEEE Transactions on Software Engineering,transactions on software engineering,yes,yes
android_energy,Investigating the energy impact of Android smells,"2017 IEEE 24th International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",yes,yes
android_energy,Detecting Display Energy Hotspots in Android Apps,"2015 IEEE 8th International Conference on Software Testing, Verification and Validation (ICST)","international conference on software testing, verification and validation",yes,only target problem
android_energy,Energy Refactorings for Android in the Large and in the Wild,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",yes,yes
android_energy,Improving Energy Efficiency of Android Devices by Preventing Redundant Frame Generation,IEEE Transactions on Mobile Computing,transactions on mobile computing,yes,only target problem
android_energy,An Application-Specific Approach to Energy Optimization on Android Mobile Devices,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
android_energy,Black Box Technique to Reduce Energy Consumption of Android Apps,2022 IEEE/ACM 44th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER),international conference on software engineering,no,byte code level
android_energy,O/S Level Interrupt Prediction for Performance and Energy Management on Android,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_energy,Mobile App Energy Consumption: A Study of Known Energy Issues in Mobile Applications and their Classification Schemes – Summary Plan,2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,no,just a plan
mobile_energy,Joint Mobile Data Gathering and Energy Provisioning in Wireless Rechargeable Sensor Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_energy,A Framework of Joint Mobile Energy Replenishment and Data Gathering in Wireless Rechargeable Sensor Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_energy,On the Trade-Off between Energy and Multicast Efficiency in 802.16e-Like Mobile Networks,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_battery,Impact of SIB Scheduling on the Standby Battery Life of Mobile Devices in UMTS,2007 16th IST Mobile and Wireless Communications Summit,ist ,no,not in venue list
mobile_battery,Battery-Aware Mobile Data Service,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_battery,Enabling 3D Ambient Light Positioning with Mobile Phones and Battery-Free Chips,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_resource,Opportunistic dissemination of spatio-temporal resource information in mobile peer to peer networks,"Proceedings. 15th International Workshop on Database and Expert Systems Applications, 2004.",ase ,no,not in venue list
android_resource,"Light-Weight, Inter-Procedural and Callback-Aware Resource Leak Detection for Android Apps",IEEE Transactions on Software Engineering,transactions on software engineering,yes,yes
android_resource,Systematic testing for resource leaks in Android applications,2013 IEEE 24th International Symposium on Software Reliability Engineering (ISSRE),international symposium on software reliability engineering,yes,yes
android_resource,Fixing Resource Leaks in Android Apps with Light-Weight Static Analysis and Low-Overhead Instrumentation,2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE),international symposium on software reliability engineering,yes,yes
android_resource,Resource Race Attacks on Android,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",no,no need
android_performance,Performance analysis for improved RAM utilization for Android applications,2012 CSI Sixth International Conference on Software Engineering (CONSEG),international conference on software engineering,no,no need
android_performance,Learning Performance Optimization from Code Changes for Android Apps,"2019 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","international conference on software testing, verification and validation",yes,yes
android_performance,How developers detect and fix performance bottlenecks in Android apps,2015 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,yes,only target problem
android_performance,A Quantitative and Qualitative Investigation of Performance-Related Commits in Android Apps,2016 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,yes,yes
android_performance,Tuning Deep Learning Performance for Android Malware Detection,"2018 19th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)",international conference on software engineering,no,not in venue list
android_performance,A Tale of Two Fashions: An Empirical Study on the Performance of Native Apps and Web Apps on Android,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_memory,Memory-Augmented Autoencoder Based Continuous Authentication on Smartphones With Conditional Transformer GANs,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_issue,Security issues in mobile ecommerce,Proceedings 11th International Workshop on Database and Expert Systems Applications,ase ,no,not in venue list
mobile_issue,Data replication issues in mobile ad hoc networks,16th International Workshop on Database and Expert Systems Applications (DEXA'05),ase ,no,not in venue list
mobile_issue,Research issues and overview of economic models in Mobile-P2P networks,18th International Workshop on Database and Expert Systems Applications (DEXA 2007),ase ,no,not in venue list
mobile_issue,Electromagnetic compatibility issues in mobile computing,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_issue,Addressing security issues in programming languages for mobile code,Proceedings Ninth International Workshop on Database and Expert Systems Applications (Cat. No.98EX130),ase ,no,not in venue list
mobile_issue,Supporting Developers in Addressing Human-Centric Issues in Mobile Apps,IEEE Transactions on Software Engineering,transactions on software engineering,no,no need
mobile_issue,Research issues on mobile sensor networks,2010 5th International ICST Conference on Communications and Networking in China,icst ,no,not in venue list
mobile_issue,An Empirical Analysis of Compatibility Issues for Industrial Mobile Games (Practical Experience Report),2022 IEEE 33rd International Symposium on Software Reliability Engineering (ISSRE),international symposium on software reliability engineering,no,no need
mobile_issue,Regarding the Pagination of the October 2012 and November 2012 Issues of the IEEE Transactions on Mobile Computing,Regarding the Pagination of the October 2012 and November 2012 Issues of the IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_issue,Reviewers List For Special Issue On Mobile Computing,Reviewers List For Special Issue On Mobile Computing,ist ,no,not in venue list
smartphone_resource,Seamless Dynamic Adaptive Streaming in LTE/Wi-Fi Integrated Network under Smartphone Resource Constraints,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
android_responsiveness,Systematically Testing and Diagnosing Responsiveness for Android Apps,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,yes,yes
android_responsiveness,Aging or Glitching? What Leads to Poor Android Responsiveness and What Can We Do About It?,IEEE Transactions on Mobile Computing,transactions on mobile computing,yes,yes
android_issue,A Manual Categorization of Android App Development Issues on Stack Overflow,2014 IEEE International Conference on Software Maintenance and Evolution,international conference on software maintenance and evolution,no,no need
android_issue,Understanding and Detecting Fragmentation-Induced Compatibility Issues for Android Apps,IEEE Transactions on Software Engineering,transactions on software engineering,no,no need
android_issue,Android Compatibility Issue Detection Using API Differences,"2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",no,no need
android_issue,Characterizing and Detecting Inefficient Image Displaying Issues in Android Apps,"2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",yes,yes
android_issue,How Maintainability Issues of Android Apps Evolve,2018 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,no,no need
android_issue,Studying Permission Related Issues in Android Wearable Apps,2018 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,no,no need
android_issue,"Runtime Permission Issues in Android Apps: Taxonomy, Practices, and Ways Forward",IEEE Transactions on Software Engineering,transactions on software engineering,no,no need
android_issue,Detecting Android API Compatibility Issues With API Differences,IEEE Transactions on Software Engineering,transactions on software engineering,no,no need
android_issue,Detecting Connectivity Issues in Android Apps,"2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",no,no need
android_issue,ScaleFix: An Automated Repair of UI Scaling Accessibility Issues in Android Applications,2023 IEEE International Conference on Software Maintenance and Evolution (ICSME),international conference on software maintenance and evolution,no,no need
mobile_storage,Efficient Load Balancing Method for Mobile Applicable iSCSI-based Remote Storage Service,"Fourth International Conference on Software Engineering Research, Management and Applications (SERA'06)",international conference on software engineering,no,not in venue list
mobile_storage,Privacy-Preserving Data Integrity Verification for Secure Mobile Edge Storage,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_storage,Decentralized and Compressed Data Storage for Mobile Crowdsensing,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_storage,Secure Data Deduplication With Dynamic Access Control for Mobile Cloud Storage,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_storage,An External Storage Support for Mobile Applications with Scare Resources,"2010 11th ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",international conference on software engineering,no,not in venue list
mobile_response,Mobile Augmented Reality System for Emergency Response,"2023 IEEE/ACIS 21st International Conference on Software Engineering Research, Management and Applications (SERA)",international conference on software engineering,no,not in venue list
mobile_response,Demand Response in NOMA-Based Mobile Edge Computing: A Two-Phase Game-Theoretical Approach,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
android_latency,ShuffleDog: Characterizing and Adapting User-Perceived Latency of Android Apps,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,not in android app level
android_memory,Heap Memory Snapshot Assisted Program Analysis for Android Permission Specification,"2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","international conference on software analysis, evolution and reengineering",no,no need
mobile_memory,A proposal of a memory management architecture for mobile computing environments,Proceedings 11th International Workshop on Database and Expert Systems Applications,ase ,no,not in venue list
mobile_memory,"Mantis: Efficient Predictions of Execution Time, Energy Usage, Memory Usage and Network Usage on Smart Mobile Devices",IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_memory,Memory-Aware Active Learning in Mobile Sensing Systems,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_memory,C-RAM: Breaking Mobile Device Memory Barriers Using the Cloud,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
mobile_memory,MEC-DA: Memory-Efficient Collaborative Domain Adaptation for Mobile Edge Devices,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,no need
smartphone_performance,A Case Study of Automating User Experience-Oriented Performance Testing on Smartphones,"2013 IEEE Sixth International Conference on Software Testing, Verification and Validation","international conference on software testing, verification and validation",no,no need
smartphone_performance,Whom to Blame? Automatic Diagnosis of Performance Bottlenecks on Smartphones,IEEE Transactions on Mobile Computing,transactions on mobile computing,no,not in app level
smartphone_performance,Smartphone Performance,HSPA+ Evolution to Release 12: Performance and Optimization,"ase 
ease ",no,not in venue list
mobile_performance,An empirical study on the performance and energy costs of ads and analytics in mobile web apps,Information and Software Technology,information and software technology,yes,only target problem
mobile_performance,Response time evaluation of mobile applications combining network protocol analysis and information fusion,Information and Software Technology,information and software technology,no,no need
mobile_performance,Performance and programming effort trade-offs of android persistence frameworks,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,Performance Evaluation of Fast Handover in Mobile IPv6 Based on Link-Layer Information,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,An input-centric performance model for computational offloading of mobile applications,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,An energy-efficient mobile transaction processing method using random back-off in wireless broadcast environments,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,On the impact of code smells on the energy consumption of mobile applications,Information and Software Technology,information and software technology,yes,only target problem
mobile_performance,AIOLOS: Middleware for improving mobile application performance through cyber foraging,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,Towards collaborative storage scheduling using alternating direction method of multipliers for mobile edge cloud,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,Under storage constraints of epidemic backup node selection using HyMIS architecture for data replication in mobile peer-to-peer networks,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,Erratum to “Performance evaluation of fast handover in mobile IPv6 based on link layer informations” [J. Syst. Softw. 83 (2010) 1644–1650],Journal of Systems and Software,journal of systems and software,no,no need
android_cpu,How resource utilization influences UI responsiveness of Android software,Information and Software Technology,information and software technology,no,not in app level
mobile_latency,Energy-efficient low-latency audio on android,Journal of Systems and Software,journal of systems and software,no,no need
mobile_cpu,Mobile device power models for energy efficient dynamic offloading at runtime,Journal of Systems and Software,journal of systems and software,no,no need
android_energy,Energy efficient adaptation engines for android applications,Information and Software Technology,information and software technology,no,no need
mobile_energy,A secure energy-efficient m-banking application for mobile devices,Journal of Systems and Software,journal of systems and software,no,no need
mobile_energy,Estimation of the molar free energy of melting of crystals from solubility data according to the theory of the mobile disorder,Fluid Phase Equilibria,ase ,no,not in venue list
mobile_battery,Blast injury of the finger caused by mobile battery explosion: A case report,Trauma Case Reports,ase ,no,not in venue list
mobile_battery,Evisceration caused by the explosion of mobile phone battery: A rare form of domestic accident in a child,Journal of Pediatric Surgery Case Reports,ase ,no,not in venue list
mobile_resource,Jejunal atresia causing failure to thrive: The role of camera mobile phones in aiding diagnosis in limited resource settings,Journal of Pediatric Surgery Case Reports,ase ,no,not in venue list
mobile_resource,Autonomous mobile agent routing for efficient server resource allocation,Journal of Systems and Software,journal of systems and software,no,no need
mobile_resource,"Operating a mobile photo radar enforcement program: A framework for site selection, resource allocation, scheduling, and evaluation",Case Studies on Transport Policy,ase ,no,not in venue list
mobile_resource,Resource management for real-time tasks in mobile robotics,Journal of Systems and Software,journal of systems and software,no,no need
android_resource,Automated repair of resource leaks in Android applications,Journal of Systems and Software,journal of systems and software,yes,only target problem
android_performance,Exploring the use of static and dynamic analysis to improve the performance of the mining sandbox approach for android malware identification,Journal of Systems and Software,journal of systems and software,no,no need
mobile_issue,Identifying security issues for mobile applications based on user review summarization,Information and Software Technology,information and software technology,no,no need
mobile_issue,Guest Editors Introduction: Special Issue on User Feedback and Software Quality in the Mobile Domain,Information and Software Technology,information and software technology,no,no need
mobile_issue,Introduction to the special issue on middleware for mobile data management,Journal of Systems and Software,journal of systems and software,no,no need
android_issue,An empirical study on compatibility issues in Android API field evolution,Information and Software Technology,information and software technology,no,no need
android_issue,Human values in software development artefacts: A case study on issue discussions in three Android applications,Information and Software Technology,information and software technology,no,no need
mobile_storage,Cleaning policies in mobile computers using flash memory,Journal of Systems and Software,journal of systems and software,no,no need
mobile_performance,"A large-scale empirical study on mobile performance: energy, run-time and memory",Empirical Software Engineering,empirical software engineering,yes,only target problem
android_energy,What can Android mobile app developers do about the energy consumption of machine learning?,Empirical Software Engineering,empirical software engineering,yes,only target problem
android_resource,DroidLeaks: a comprehensive database of resource leaks in Android apps,Empirical Software Engineering,empirical software engineering,yes,only target problem
android_performance,Android decompiler performance on benign and malicious apps: an empirical study,Empirical Software Engineering,empirical software engineering,no,no need
android_performance,Characterizing the evolution of statically-detectable performance issues of Android apps,Empirical Software Engineering,empirical software engineering,yes,only target problem
android_responsiveness,AppSPIN: reconfiguration-based responsiveness testing and diagnosing for Android Apps,Automated Software Engineering,automated software engineering,no,core B
android_response,Flair: efficient analysis of Android inter-component vulnerabilities in response to incremental changes,Empirical Software Engineering,empirical software engineering,no,no need
android_battery,GreenHub: a large-scale collaborative dataset to battery consumption analysis of android devices,Empirical Software Engineering,empirical software engineering,no,no performance issue analysis
mobile_battery,Challenges encountered during the management of pediatric facial soft tissue injury from a mobile battery blast: A case report,"Clinical Case ReportsVolume 9, Issue 9",ase ,no,not in venue list
smartphone_issue,"Smartphone Triggered Security Challenges - Issues, Case Studies and Prevention","Cyber Security in Parallel and Distributed Computing: Concepts, Techniques, Applications and Case Studies",ase ,no,not in venue list
