Title,Tags,Answered,Link,With code,matched_keywords
dialog box memory leak or stubborn GC?,android,True,/questions/8271373/dialog-box-memory-leak-or-stubborn-gc,True,memory leak
Volley Out Of Memory issue V1.1.0,"android,android-volley",True,/questions/49852606/volley-out-of-memory-issue-v1-1-0,True,out of memory
Android activity memory consumption,"java,android,android-studio",True,/questions/58357381/android-activity-memory-consumption,True,memory consumption
Android: UI freezes although use of Handler and postdelay,"android,user-interface,handler",True,/questions/30580482/android-ui-freezes-although-use-of-handler-and-postdelay,True,UI freeze
Out of memory exception occurred at Bitmap Shadder android,"android,bitmap,bitmapshader",True,/questions/30543881/out-of-memory-exception-occurred-at-bitmap-shadder-android,True,out of memory
Getting an OOM issue on the setContentView call in a java gradle android project,"java,android,intellij-idea,out-of-memory,android-gradle-plugin",True,/questions/30487595/getting-an-oom-issue-on-the-setcontentview-call-in-a-java-gradle-android-project,True, oom 
Potential causes of memory leaks in Android,"java,android,memory-leaks,garbage-collection",True,/questions/30431718/potential-causes-of-memory-leaks-in-android,True,memory leak
Out of memory on a 10171204-byte allocation in android app,"android,download,out-of-memory",True,/questions/8118350/out-of-memory-on-a-10171204-byte-allocation-in-android-app,True,out of memory
Out of memory on a byte allocation (Bitmap as String to webservice using soap),"android,bitmap,arrays,ksoap2",True,/questions/8079001/out-of-memory-on-a-byte-allocation-bitmap-as-string-to-webservice-using-soap,True,out of memory
Android memory leak with ListView inside a Gallery,"android,out-of-memory",True,/questions/8075512/android-memory-leak-with-listview-inside-a-gallery,True,memory leak
Listview memory leak,"java,android,listview,memory,memory-leaks",True,/questions/8057010/listview-memory-leak,True,memory leak
out of Memory Error while printing a string,"java,android",True,/questions/8018706/out-of-memory-error-while-printing-a-string,True,out of memory
Android : getParcelableArrayList error (out of Memory),android,True,/questions/8004674/android-getparcelablearraylist-error-out-of-memory,True,out of memory
out of memory Error while writing ByteArrayOutputStream in Android,"android,out-of-memory,android-memory,bytearrayoutputstream",True,/questions/7996730/out-of-memory-error-while-writing-bytearrayoutputstream-in-android,True,out of memory
Android UI Freezes instead of displaying ProgressDialog,"android,multithreading,progressdialog",True,/questions/7939563/android-ui-freezes-instead-of-displaying-progressdialog,True,UI freeze
Will I receive OOM errors if I run too many applications in the same process?,"java,android,performance,android-memory",True,/questions/25856048/will-i-receive-oom-errors-if-i-run-too-many-applications-in-the-same-process,True, oom 
Could this nested class cause a memory leak?,"java,android",True,/questions/25777692/could-this-nested-class-cause-a-memory-leak,True,memory leak
Android: memory/resource leak,"java,android,eclipse,admob,ddms",True,/questions/25610400/android-memory-resource-leak,True,resource leak
imageview android out of memory,"android,out-of-memory,scrollview,bitmapimage",True,/questions/25547321/imageview-android-out-of-memory,True,out of memory
Memory leaking thread,"java,android,multithreading,memory-leaks",True,/questions/20335939/memory-leaking-thread,True,memory leak
Out of memory exception after adding xlarge screen support,"android,performance",True,/questions/20337383/out-of-memory-exception-after-adding-xlarge-screen-support,True,out of memory
Android - event log activity launch time,android,True,/questions/20266037/android-event-log-activity-launch-time,True,launch time
What is the difference between ANR and crash in Android?,android,True,/questions/20213482/what-is-the-difference-between-anr-and-crash-in-android,True, ANR 
"Android ANR , Service is locking main GUI Activity","android,multithreading,android-anr-dialog,futuretask",True,/questions/51293263/android-anr-service-is-locking-main-gui-activity,True, ANR 
RxAndroid getting Out of memory exception while uploading multiple images,"android,rx-java,retrofit,rx-android",True,/questions/51244794/rxandroid-getting-out-of-memory-exception-while-uploading-multiple-images,True,out of memory
View visibility state loss when resuming activity with previously started Activity transition,"android,android-layout,android-activity",True,/questions/50969390/view-visibility-state-loss-when-resuming-activity-with-previously-started-activi,True,state loss
How to fix ANR issue on /data/app/com.android.chrome-1/base.apk?,"android,android-anr-dialog",True,/questions/50945853/how-to-fix-anr-issue-on-data-app-com-android-chrome-1-base-apk,True, ANR 
How to avoid memory leaks in Android/Kotlin activities,"android,kotlin,memory-leaks",True,/questions/69614025/how-to-avoid-memory-leaks-in-android-kotlin-activities,True,memory leak
How to remove all references from a Dialog on dismiss in Xamarin.Android (potential memory leak)?,"android,memory-leaks,xamarin.android,dialog,android-alertdialog",True,/questions/69150315/how-to-remove-all-references-from-a-dialog-on-dismiss-in-xamarin-android-potent,True,memory leak
Android Maps V2 memory leak LocationClientHelper,"android,google-maps,memory-leaks,google-maps-android-api-2,supportmapfragment",True,/questions/31726621/android-maps-v2-memory-leak-locationclienthelper,True,memory leak
"Android application out of memory error, trying to use an 88kb image","android,performance,memory-management,android-studio,memory-leaks",True,/questions/31633758/android-application-out-of-memory-error-trying-to-use-an-88kb-image,True,out of memory
Why does this Observable.timer() cause a memory leak?,"java,android,memory-leaks,rx-java,leakcanary",True,/questions/31466215/why-does-this-observable-timer-cause-a-memory-leak,True,memory leak
Will this cause any memory leaks?,"java,android",True,/questions/31440371/will-this-cause-any-memory-leaks,True,memory leak
Why is this a memory leak,"android,memory-leaks,leakcanary",True,/questions/30405487/why-is-this-a-memory-leak,True,memory leak
Android memory leak on textview - LeakCanary (Leak can be ignored),"android,memory-leaks,ddms,android-memory,leakcanary",True,/questions/30397356/android-memory-leak-on-textview-leakcanary-leak-can-be-ignored,True,memory leak
Understanding Memory Leaks in an Android application,"java,android,memory-leaks",True,/questions/30245859/understanding-memory-leaks-in-an-android-application,True,memory leak
Out of memory Exception using Picasso,"android,imageview,android-viewpager,out-of-memory,picasso",True,/questions/30244144/out-of-memory-exception-using-picasso,True,out of memory
Possible to free Context from Singleton in Android to prevent memory leak,"android,performance,memory-leaks",True,/questions/30227462/possible-to-free-context-from-singleton-in-android-to-prevent-memory-leak,True,memory leak
Memory Leak on DeathMonitor using LeakCanary,"android,memory-leaks,leakcanary",True,/questions/30196553/memory-leak-on-deathmonitor-using-leakcanary,True,memory leak
What's wrong with this inSampleSize calculating method for Bitmaps? Out of memory,"java,android,bitmap",True,/questions/30192265/whats-wrong-with-this-insamplesize-calculating-method-for-bitmaps-out-of-memor,True,out of memory
Android Out of memory error in Imageview,android,True,/questions/22728783/android-out-of-memory-error-in-imageview,True,out of memory
static variable in activity leads to memory leak?,"java,android,memory,memory-leaks",True,/questions/22626403/static-variable-in-activity-leads-to-memory-leak,True,memory leak
"Android service not working after reboot, giving ANR error","java,android",True,/questions/35190272/android-service-not-working-after-reboot-giving-anr-error,True, ANR 
Battery drain issues with Android GPS recording service,"android,gps,firebase,battery",True,/questions/35118700/battery-drain-issues-with-android-gps-recording-service,True,battery drain
setImageResource and memory leak [closed],"android,performance,android-memory",True,/questions/35030415/setimageresource-and-memory-leak,True,memory leak
SupportFragment Map in Navigation Drawer Activity Very Slow and Unresponsive,"java,android,navigation-drawer,android-maps-v2,supportmapfragment",True,/questions/34971527/supportfragment-map-in-navigation-drawer-activity-very-slow-and-unresponsive,True,unresponsive
Increase memory consumption after recreate activity,"android,android-studio,memory-leaks",True,/questions/56176282/increase-memory-consumption-after-recreate-activity,True,memory consumption
Is passing Context as a parameter to a method in a Singleton class causes memory leak,"java,android,singleton",True,/questions/56102382/is-passing-context-as-a-parameter-to-a-method-in-a-singleton-class-causes-memory,True,memory leak
Getting Out of memory: Java heap space. OR GC overhead limit exceeded when building release APK after Android studio 3.4 update,"android,android-studio,build.gradle",True,/questions/55999840/getting-out-of-memory-java-heap-space-or-gc-overhead-limit-exceeded-when-build,True,out of memory
How to avoid memory leaks in RecyclerView ViewHolder?,"android,android-recyclerview,memory-leaks,android-handler",True,/questions/55879444/how-to-avoid-memory-leaks-in-recyclerview-viewholder,True,memory leak
Is there a reason for why AccessibilityManager.sInstance would cause a memory leak?,"java,android,android-activity,leakcanary",True,/questions/55697904/is-there-a-reason-for-why-accessibilitymanager-sinstance-would-cause-a-memory-le,True,memory leak
"My app works but log gives ""No package ID ff found for ID 0xffffffff.""",android,True,/questions/55615291/my-app-works-but-log-gives-no-package-id-ff-found-for-id-0xffffffff,True, FF 
How to reduce memory consumption when using setImageResource() on an ImageView in a DialogFragment?,"android,android-fragments,android-imageview,android-dialogfragment",True,/questions/47555381/how-to-reduce-memory-consumption-when-using-setimageresource-on-an-imageview-i,True,memory consumption
Memory leaks: Garbage-Collection Root,"java,android,memory-leaks",True,/questions/47512987/memory-leaks-garbage-collection-root,True,memory leak
recyclerview endless scrolling slowdown,"android,out-of-memory",True,/questions/47235011/recyclerview-endless-scrolling-slowdown,True,slowdown
Preventing memory leaks in Android,"java,android,memory-leaks,android-context",True,/questions/47192737/preventing-memory-leaks-in-android,True,memory leak
Will having an object of MainActivity in another class cause a memory leak?,"java,android,performance,memory-leaks,mvp",True,/questions/47131602/will-having-an-object-of-mainactivity-in-another-class-cause-a-memory-leak,True,memory leak
"Memory leaks, singleInstance","android,android-layout",True,/questions/11190457/memory-leaks-singleinstance,True,memory leak
"Issue with reading data from socket, UI freeze in Android application","java,android",True,/questions/11179029/issue-with-reading-data-from-socket-ui-freeze-in-android-application,True,UI freeze
Custom ListView with many images gets Out Of Memory Exception,"android,listview,out-of-memory,android-image",True,/questions/11147501/custom-listview-with-many-images-gets-out-of-memory-exception,True,out of memory
What can I do to avoid memory leaks in my Android app?,"android,memory-leaks",True,/questions/11116834/what-can-i-do-to-avoid-memory-leaks-in-my-android-app,True,memory leak
Android app crash out of memory on relaunch,"android,bitmap,out-of-memory",True,/questions/11082820/android-app-crash-out-of-memory-on-relaunch,True,out of memory
Android - Out of Memory Exception in ScrollView,"android,memory,camera,hardware,out-of-memory",True,/questions/11041358/android-out-of-memory-exception-in-scrollview,True,out of memory
Application not responding in child thread,"android,multithreading,download,android-anr-dialog",True,/questions/11032951/application-not-responding-in-child-thread,True,application not responding
Android : How to get internet connection upload speed and latency?,"android,file-upload,network-programming",True,/questions/11013971/android-how-to-get-internet-connection-upload-speed-and-latency,True,latency
Big buffer causes Android to get out of memory,"java,android,optimization,memory-leaks,bitmap",True,/questions/11010915/big-buffer-causes-android-to-get-out-of-memory,True,out of memory
JSON or HTML: Designing my server side to reduce latency and support multiple clients,"android,ruby-on-rails,ios,api",True,/questions/10919252/json-or-html-designing-my-server-side-to-reduce-latency-and-support-multiple-cl,True,latency
Android ListView Memory Leak?,"android,listview,memory-management,android-listview,drawable",True,/questions/10911449/android-listview-memory-leak,True,memory leak
What is acceptable android memory consumption?,"android,memory",True,/questions/10895534/what-is-acceptable-android-memory-consumption,True,memory consumption
How to Avoid ANR response in Android when there is a Time delay in Server?,"java,android,web-services,android-anr-dialog",True,/questions/9494675/how-to-avoid-anr-response-in-android-when-there-is-a-time-delay-in-server,True, ANR 
Android Memory Leak? Bitmap exceeds VM budget error with MapView,"android,memory-leaks,bitmap,android-mapview",True,/questions/9489534/android-memory-leak-bitmap-exceeds-vm-budget-error-with-mapview,True,memory leak
Out of memory on resource loading for Android game,"java,android",True,/questions/9480224/out-of-memory-on-resource-loading-for-android-game,True,out of memory
"Android Apps: will receive ""application not responding"" after UIThread block more 5 seconds?","android,ui-thread",True,/questions/9446294/android-apps-will-receive-application-not-responding-after-uithread-block-mor,True,application not responding
Base64 encodeBytes - out of memory exception,android,True,/questions/9390428/base64-encodebytes-out-of-memory-exception,True,out of memory
Android/ phonegap - Click response time slow,"javascript,android,cordova,timer",True,/questions/9309433/android-phonegap-click-response-time-slow,True,response time
Android ImageSwitcher: Out Of Memory Error when setImageURI,"android,android-image,android-view,imageswitcher",True,/questions/9225151/android-imageswitcher-out-of-memory-error-when-setimageuri,True,out of memory
"Eclipse crashing, getting heap exceptions - Out of Memory when trying to deploy an Android applicaiton","java,android,exception,crash,heap-memory",True,/questions/9212951/eclipse-crashing-getting-heap-exceptions-out-of-memory-when-trying-to-deploy,True,out of memory
Android App Slows Down/Becomes Unresponsive When TextView is Added,"android,android-studio",True,/questions/44296726/android-app-slows-down-becomes-unresponsive-when-textview-is-added,True,unresponsive
why viewPager cause memory leak?,"android,android-fragments,memory-leaks,android-viewpager,android-pageradapter",True,/questions/48491472/why-viewpager-cause-memory-leak,True,memory leak
Bluetooth Receiver response time,"android,bluetooth,broadcastreceiver",True,/questions/48174657/bluetooth-receiver-response-time,True,response time
Slow rendering of a custom view made of over 30 views,"android,xml,android-constraintlayout",True,/questions/48163974/slow-rendering-of-a-custom-view-made-of-over-30-views,True,Slow rendering
static equivalent in Android for kotlin to avoid handler memory leaks,"android,memory-leaks,kotlin,handler",True,/questions/48098666/static-equivalent-in-android-for-kotlin-to-avoid-handler-memory-leaks,True,memory leak
Android: Huge difference in memory consumption when using drawable vs drawable-nodpi folders,"java,android,drawable,dpi",True,/questions/28833473/android-huge-difference-in-memory-consumption-when-using-drawable-vs-drawable-n,True,memory consumption
Switch from one Activity to another one results OOM error on Samsung device,"java,android,eclipse",True,/questions/28754865/switch-from-one-activity-to-another-one-results-oom-error-on-samsung-device,True, oom 
"""Out of memory"" when using Picasso to download images and put images into GridView","android,gridview,bitmap,picasso",True,/questions/28726464/out-of-memory-when-using-picasso-to-download-images-and-put-images-into-gridvi,True,out of memory
Android activity unresponsive until back button is pressed,"java,android,android-activity,input,oncreate",True,/questions/28695218/android-activity-unresponsive-until-back-button-is-pressed,True,unresponsive
How to measure request and response time of server?,"android,json,httprequest,httpresponse",True,/questions/28689286/how-to-measure-request-and-response-time-of-server,True,response time
Getting the Out of memory error when displaying full screen image in android,"android,imageview,out-of-memory,android-camera",True,/questions/28630974/getting-the-out-of-memory-error-when-displaying-full-screen-image-in-android,True,out of memory
Android Does my app have a memory leak?,"android,memory-management,android-studio",True,/questions/28595547/android-does-my-app-have-a-memory-leak,True,memory leak
Continuous crossfade of images and out of memory,"android,image",True,/questions/28541909/continuous-crossfade-of-images-and-out-of-memory,True,out of memory
Unable to locate cause of memory leak in Android app,"c#,android,memory,xamarin,memory-leaks",True,/questions/42587871/unable-to-locate-cause-of-memory-leak-in-android-app,True,memory leak
RecyclerView OnClicklistener is unresponsive,"android,onclick,android-recyclerview,onclicklistener",True,/questions/42448803/recyclerview-onclicklistener-is-unresponsive,True,unresponsive
"""Do not place Android context classes in static fields; this is a memory leak"" - Lint Warning for static View","java,android,memory-leaks",True,/questions/44169270/do-not-place-android-context-classes-in-static-fields-this-is-a-memory-leak,True,memory leak
How to use a class with a context argument in a static context without causing a memory leak?,"java,android,memory-leaks,android-context",True,/questions/39792656/how-to-use-a-class-with-a-context-argument-in-a-static-context-without-causing-a,True,memory leak
Out of Memory error while using here sdk,"android,here-api",True,/questions/39566187/out-of-memory-error-while-using-here-sdk,True,out of memory
About memory leaks and generic methods,"java,android,generics,memory-leaks,static",True,/questions/39568017/about-memory-leaks-and-generic-methods,True,memory leak
Out of memory error : StringBuilder.append throwing OutOfMemoryError,"java,android",True,/questions/39570597/out-of-memory-error-stringbuilder-append-throwing-outofmemoryerror,True,out of memory
Firebase Crash produces ANR during launch,"android,firebase,firebase-crash-reporting",True,/questions/39480257/firebase-crash-produces-anr-during-launch,True, ANR 
How can state loss occur when using commitNowAllowingStateLoss()?,"android,android-fragments",True,/questions/39469525/how-can-state-loss-occur-when-using-commitnowallowingstateloss,True,state loss
UI freezes when using AsyncTask and Updating DB,"android,firebase,android-asynctask,firebase-realtime-database",True,/questions/39453179/ui-freezes-when-using-asynctask-and-updating-db,True,UI freeze
Firebase UI delay in populating View?,"android,firebase,firebaseui",True,/questions/39433329/firebase-ui-delay-in-populating-view,True,UI delay
own csv reader to string array out of memory,"android,csv,arrays",True,/questions/15055080/own-csv-reader-to-string-array-out-of-memory,True,out of memory
ViewPager gives Out Of Memory Error,"android,android-viewpager",True,/questions/15044179/viewpager-gives-out-of-memory-error,True,out of memory
Android out of memory exception with bitmaps,"android,memory,memory-management,bitmap,out-of-memory",True,/questions/15030542/android-out-of-memory-exception-with-bitmaps,True,out of memory
Out of memory exception with android google maps v2,"android,google-maps-android-api-2",True,/questions/15017828/out-of-memory-exception-with-android-google-maps-v2,True,out of memory
View Pager with Universal Image Loader Out of Memory Error,"android,android-viewpager,out-of-memory,universal-image-loader",True,/questions/14958543/view-pager-with-universal-image-loader-out-of-memory-error,True,out of memory
Out of Memory Exception when exporting data,"android,web-services,sqlite",True,/questions/14859759/out-of-memory-exception-when-exporting-data,True,out of memory
Low-latency audio playback on Android,"android,audio,opensl",True,/questions/14842803/low-latency-audio-playback-on-android,True,latency
Proper onDestroy() / How to avoid memory leaks,"android,view,memory-leaks,android-activity",True,/questions/14759601/proper-ondestroy-how-to-avoid-memory-leaks,True,memory leak
Memory Leak due to Snackbar,"android,memory-leaks,leakcanary",True,/questions/57338450/memory-leak-due-to-snackbar,True,memory leak
"E/REALM_JNI: jni: ThrowingException 5, mmap() failed: Out of memory size: 369098752","java,android,realm,out-of-memory",True,/questions/57006800/e-realm-jni-jni-throwingexception-5-mmap-failed-out-of-memory-size-369098,True,out of memory
Possible memory leaks in CallBacks,"java,android",True,/questions/56948833/possible-memory-leaks-in-callbacks,True,memory leak
galaxy s4 and maybe all HD phones? out of memory error inflating layout,"android,layout,imageview,out-of-memory",True,/questions/16445635/galaxy-s4-and-maybe-all-hd-phones-out-of-memory-error-inflating-layout,True,out of memory
Android AlertDialog buttons unresponsive,"android,android-alertdialog",True,/questions/16366550/android-alertdialog-buttons-unresponsive,True,unresponsive
Out of Memory Exception - Google Map GroundOverLay,"android,google-maps,bitmap,out-of-memory",True,/questions/16356296/out-of-memory-exception-google-map-groundoverlay,True,out of memory
Simple blank activity cause memory leak. Why?,"android,memory-leaks",True,/questions/16333153/simple-blank-activity-cause-memory-leak-why,True,memory leak
"How to avoid ""out of memory exception"" when doing Bitmap processing?",android,True,/questions/16284725/how-to-avoid-out-of-memory-exception-when-doing-bitmap-processing,True,out of memory
Out of memory exception not caught,"android,out-of-memory",True,/questions/16184812/out-of-memory-exception-not-caught,True,out of memory
Out of memory Error on setImageResource,"android,gridview,bitmap,out-of-memory",True,/questions/16183635/out-of-memory-error-on-setimageresource,True,out of memory
Why would the Nexus 7 and Nexus 10 have different audio latency with the same OS? [closed],"android,audio,low-latency,nexus-7",True,/questions/16064055/why-would-the-nexus-7-and-nexus-10-have-different-audio-latency-with-the-same-os,True,latency
Memory leak while using OpenCV C++ from Unity,"c#,android,c++,opencv,unity-game-engine",True,/questions/66507556/memory-leak-while-using-opencv-c-from-unity,True,memory leak
How do I prevent memory leak caused by context class in static fields,"android,kotlin,memory-leaks,android-context",True,/questions/66503917/how-do-i-prevent-memory-leak-caused-by-context-class-in-static-fields,True,memory leak
How to resolve a memory leak in a custom view?,"android,kotlin,memory-leaks,leakcanary",True,/questions/66413862/how-to-resolve-a-memory-leak-in-a-custom-view,True,memory leak
Adding a fragment and calling .replace() causing a memory leak in the added fragment,"android,android-fragments,leakcanary",True,/questions/66403565/adding-a-fragment-and-calling-replace-causing-a-memory-leak-in-the-added-frag,True,memory leak
Android Studio warns memory leak on context which injected with hilt @ApplicationContext,"android,android-studio,dagger-hilt",True,/questions/66202555/android-studio-warns-memory-leak-on-context-which-injected-with-hilt-applicatio,True,memory leak
Memory Leak detected by LeakCanary on Activity with Fragments,"android,android-fragments,memory-leaks,leakcanary",True,/questions/66176103/memory-leak-detected-by-leakcanary-on-activity-with-fragments,True,memory leak
ViewBinding - do we need to remove clicklisteners to avoid memory leaks?,"android,memory-leaks,android-viewbinding",True,/questions/66040532/viewbinding-do-we-need-to-remove-clicklisteners-to-avoid-memory-leaks,True,memory leak
Out of memory when downloading a file,"android,download,out-of-memory",True,/questions/8730269/out-of-memory-when-downloading-a-file,True,out of memory
Dash path effect making screen sluggish,"android,performance,android-custom-view",True,/questions/42944376/dash-path-effect-making-screen-sluggish,True,sluggish
"How can I solve this memory leak? Actually, where is the memory leak?","java,android,memory,memory-leaks",True,/questions/42940857/how-can-i-solve-this-memory-leak-actually-where-is-the-memory-leak,True,memory leak
Handle memory leak dynamically,"java,android,memory-leaks,runtime,out-of-memory",True,/questions/42902544/handle-memory-leak-dynamically,True,memory leak
out of memory in recycler adapter,"php,android,android-recyclerview,out-of-memory",True,/questions/42865032/out-of-memory-in-recycler-adapter,True,out of memory
Is Calling new Runnable() inside Static method safe from Memory Leak?,"android,multithreading,memory-leaks",True,/questions/42658066/is-calling-new-runnable-inside-static-method-safe-from-memory-leak,True,memory leak
Memory leak with writeToParcel() called multiple times after onSaveInstanceState(),"android,memory-leaks,android-viewpager,parcelable",True,/questions/52998565/memory-leak-with-writetoparcel-called-multiple-times-after-onsaveinstancestate,True,memory leak
Where is the memory leaking?,"java,android,loops,android-asynctask,garbage-collection",True,/questions/52984711/where-is-the-memory-leaking,True,memory leak
Android Memory Leak When Passing A Fragment,"android,memory-leaks,android-vision",True,/questions/52943146/android-memory-leak-when-passing-a-fragment,True,memory leak
Android UI freeze while waiting for a http response,"c#,android,http,xamarin",True,/questions/52863997/android-ui-freeze-while-waiting-for-a-http-response,True,UI freeze
"Problem with restarting the app, after an ANR event","java,android,multithreading,watchdog,android-anr-dialog",True,/questions/52850318/problem-with-restarting-the-app-after-an-anr-event,True, ANR 
Android / google ANR crash without a specific cause,"java,android,android-studio,google-play",True,/questions/52588336/android-google-anr-crash-without-a-specific-cause,True, ANR 
Android - Leakcanary spot memory leak in Activities using Android webview - Problem identified in Samsung Android 13 (One ui 5),"android,webview,leakcanary",True,/questions/75724010/android-leakcanary-spot-memory-leak-in-activities-using-android-webview-prob,True,memory leak
Error: ../../runtime/vm/zone.cc: 96: error: Out of memory flutter and VisualStudio,"android,flutter,out-of-memory",True,/questions/75455380/error-runtime-vm-zone-cc-96-error-out-of-memory-flutter-and-visualstud,True,out of memory
Samsung Android 13 Keyboard Span ANR and Crashes,"android,samsung-mobile",True,/questions/75110468/samsung-android-13-keyboard-span-anr-and-crashes,True, ANR 
Application not responding when i press the back button,"java,android,android-asynctask",True,/questions/62516901/application-not-responding-when-i-press-the-back-button,True,application not responding
Memory leak when I replace a Fragment,"java,android,android-fragments,memory-leaks,leakcanary",True,/questions/61743869/memory-leak-when-i-replace-a-fragment,True,memory leak
How do I download Bitmaps and save to the SD card without running out of memory?,"android,download,bitmap,android-3.0-honeycomb,bufferedinputstream",True,/questions/6925711/how-do-i-download-bitmaps-and-save-to-the-sd-card-without-running-out-of-memory,True,out of memory
Out of memory error occurred when handling more than One image [duplicate],"android,memory-leaks,out-of-memory",True,/questions/6909919/out-of-memory-error-occurred-when-handling-more-than-one-image,True,out of memory
Could this code create a potential memory leak?,"java,android",True,/questions/6882322/could-this-code-create-a-potential-memory-leak,True,memory leak
Why am I getting an out of memory error?,"java,android,out-of-memory",True,/questions/6819828/why-am-i-getting-an-out-of-memory-error,True,out of memory
Sluggish zoom and scroll with GridView in Android,"android,performance,gridview,scroll,zooming",True,/questions/6792331/sluggish-zoom-and-scroll-with-gridview-in-android,True,sluggish
Out Of memory error - Bitmap exceeds VM budget in Android while using bitmaps in maps?,"android,bitmap,maps,out-of-memory",True,/questions/6717215/out-of-memory-error-bitmap-exceeds-vm-budget-in-android-while-using-bitmaps-in,True,out of memory
VM running out of memory while getting images from the cache,"android,caching,memory-leaks,bitmap",True,/questions/6604362/vm-running-out-of-memory-while-getting-images-from-the-cache,True,out of memory
Avoid memory leaks on Android,android,True,/questions/6567647/avoid-memory-leaks-on-android,True,memory leak
Memory leaks android,"android,memory,bitmap,memory-leaks,static-methods",True,/questions/6508953/memory-leaks-android,True,memory leak
Android debugging -> battery drains,"android,debugging,power-management",True,/questions/4958543/android-debugging-battery-drains,True,battery drain
Out of memory in Android 2.3.2,"android,out-of-memory",True,/questions/4948270/out-of-memory-in-android-2-3-2,True,out of memory
Where is the memory leak?,"android,memory-leaks",True,/questions/4724999/where-is-the-memory-leak,True,memory leak
Android: Convert Stream to String without running out of memory,"java,android,json,out-of-memory",True,/questions/4729188/android-convert-stream-to-string-without-running-out-of-memory,True,out of memory
tool to check memory leaks in android [closed],"android,memory,memory-leaks",True,/questions/4646157/tool-to-check-memory-leaks-in-android,True,memory leak
android widget update from service - memory leak?,"android,service,timer,widget",True,/questions/4413828/android-widget-update-from-service-memory-leak,True,memory leak
Upload more then 5 MB using HttpURLConnection leads Out of Memory Error,"android,file-upload,httpurlconnection",True,/questions/8641735/upload-more-then-5-mb-using-httpurlconnection-leads-out-of-memory-error,True,out of memory
"Out of memory Exception, when dealing with bitmaps","java,android",True,/questions/8613537/out-of-memory-exception-when-dealing-with-bitmaps,True,out of memory
ProgressDialog become unresponsive,"android,android-layout,progressdialog",True,/questions/8616132/progressdialog-become-unresponsive,True,unresponsive
how to fix Application not responding?,"android,android-canvas,android-custom-view",True,/questions/8585595/how-to-fix-application-not-responding,True,application not responding
Out of Memory when UrlEncodedFormEntity with an image,"android,image,image-processing,out-of-memory",True,/questions/8569060/out-of-memory-when-urlencodedformentity-with-an-image,True,out of memory
Avoiding Out Of Memory Exception in applying filters to Images (Android),"android,image-processing,bitmap,out-of-memory",True,/questions/8571906/avoiding-out-of-memory-exception-in-applying-filters-to-images-android,True,out of memory
Android - Device Memory Leak with Fragments,"android,memory,memory-leaks,process,android-debug",True,/questions/18883017/android-device-memory-leak-with-fragments,True,memory leak
"Arraylist can not be created, out of memory exception","android,sqlite,service",True,/questions/18651551/arraylist-can-not-be-created-out-of-memory-exception,True,out of memory
Adding custom view in a loop cause out of memory error,"android,memory-leaks,out-of-memory",True,/questions/18663134/adding-custom-view-in-a-loop-cause-out-of-memory-error,True,out of memory
"Download large files using large byte array causes ""Out of memory""","java,android,android-asynctask,arrays,httpurlconnection",True,/questions/32909568/download-large-files-using-large-byte-array-causes-out-of-memory,True,out of memory
Leakcanary report of memory leak using Otto,"java,android,android-fragments,memory-leaks,otto",True,/questions/32750850/leakcanary-report-of-memory-leak-using-otto,True,memory leak
Out of Memory - memory optimisation,"android,out-of-memory",True,/questions/32685711/out-of-memory-memory-optimisation,True,out of memory
Android webview unresponsive after long sleep,"android,webview,android-lifecycle",True,/questions/38067401/android-webview-unresponsive-after-long-sleep,True,unresponsive
adding images in ListView shows out of memory,"android,listview",True,/questions/37959578/adding-images-in-listview-shows-out-of-memory,True,out of memory
"Database operations in IntentService results into application halt,become unresponsive and giving ANR","android,retrofit,android-intentservice,jsonschema2pojo",True,/questions/37941284/database-operations-in-intentservice-results-into-application-halt-become-unresp,True,unresponsive
How async tasks and cursors lead to memory leak?,android,True,/questions/37935723/how-async-tasks-and-cursors-lead-to-memory-leak,True,memory leak
"Android memory leak on device, not on emulator","java,android,memory-leaks,garbage-collection",True,/questions/37758010/android-memory-leak-on-device-not-on-emulator,True,memory leak
Converting JSONObject to JsonObject throwing out of memory exception [duplicate],"android,json,out-of-memory,retrofit2,gson",True,/questions/41123464/converting-jsonobject-to-jsonobject-throwing-out-of-memory-exception,True,out of memory
Android: Memory Leak,"android,memory-leaks,android-memory,java-memory-leaks",True,/questions/41033095/android-memory-leak,True,memory leak
Getting Out of memory error in Android Studio,"android,performance,android-kenburnsview",True,/questions/40859522/getting-out-of-memory-error-in-android-studio,True,out of memory
Singleton usage creates memory leak in kotlin,"android,kotlin,singleton",True,/questions/55521604/singleton-usage-creates-memory-leak-in-kotlin,True,memory leak
Memory leak of AudioTrack,"android,android-mediacodec,audiotrack",True,/questions/55177737/memory-leak-of-audiotrack,True,memory leak
Memory leak while trying to hold a reference of Fragment view beyond onDestoryView(),"android,android-fragments,memory-leaks,android-navigation,leakcanary",True,/questions/55058501/memory-leak-while-trying-to-hold-a-reference-of-fragment-view-beyond-ondestoryvi,True,memory leak
How to avoid memory leaks when using arraylist with for each?,"java,android,arraylist,memory-leaks",True,/questions/46901298/how-to-avoid-memory-leaks-when-using-arraylist-with-for-each,True,memory leak
MapView in Fragment Memory Leak,"android,google-maps,android-fragments,memory-leaks",True,/questions/46707628/mapview-in-fragment-memory-leak,True,memory leak
