Title,Tags,Link,With Code,matched_keywords
Android - Out of Memory Exception with Glide Library,"java,android,listview,out-of-memory,android-glide",https://stackoverflow.com/questions/34973861/android-out-of-memory-exception-with-glide-library,True,out of memory
SupportFragment Map in Navigation Drawer Activity Very Slow and Unresponsive,"java,android,navigation-drawer,android-maps-v2,supportmapfragment",https://stackoverflow.com/questions/34971527/supportfragment-map-in-navigation-drawer-activity-very-slow-and-unresponsive,True,unresponsive
Button Click memory leak (Android Studio),"java,android,memory-leaks,textview,onclicklistener",https://stackoverflow.com/questions/34965977/button-click-memory-leak-android-studio,True,memory leak
Out of memory on a 322013-byte allocation,"android,memory,bitmap",https://stackoverflow.com/questions/34914233/out-of-memory-on-a-322013-byte-allocation,True,out of memory
RecyclerView and out of memory,"android,out-of-memory,android-recyclerview,android-drawable",https://stackoverflow.com/questions/34899039/recyclerview-and-out-of-memory,True,out of memory
Xamarin - preventing memory leaks in ViewHolder &amp; Adapter pattern,"c#,android,memory-leaks,xamarin,xamarin.android",https://stackoverflow.com/questions/34855315/xamarin-preventing-memory-leaks-in-viewholder-adapter-pattern,True,memory leak
Out of memory error. android,"android,memory,ram",https://stackoverflow.com/questions/34848977/out-of-memory-error-android,True,out of memory
How I get CPU usage and temperature information into an android app?,android,https://stackoverflow.com/questions/34808216/how-i-get-cpu-usage-and-temperature-information-into-an-android-app,True,cpu usage
pdfWriter out of memory(android),"android,pdf",https://stackoverflow.com/questions/34806927/pdfwriter-out-of-memoryandroid,True,out of memory
socket.io client-java latency on android client responding to server request,"android,websocket,socket.io",https://stackoverflow.com/questions/34793319/socket-io-client-java-latency-on-android-client-responding-to-server-request,True,latency
Handling response timeout in android using volley,"android,android-volley",https://stackoverflow.com/questions/34743414/handling-response-timeout-in-android-using-volley,True,response time
Retrofit + RealmList + Gson stuck in a loop until out of memory,"android,gson,retrofit,realm",https://stackoverflow.com/questions/34735639/retrofit-realmlist-gson-stuck-in-a-loop-until-out-of-memory,True,out of memory
Android BitmapFactory decodeResource Out of Memory Exception,"android,android-image,android-bitmap,android-file,bitmapfactory",https://stackoverflow.com/questions/34711938/android-bitmapfactory-decoderesource-out-of-memory-exception,True,out of memory
Android Java out of memory exception loading spritsheets,"java,android,bitmap,out-of-memory",https://stackoverflow.com/questions/34619333/android-java-out-of-memory-exception-loading-spritsheets,True,out of memory
Slingshot Latency Compensation creates Blobs that make the appsize grow steadily. revokeObjectURL doesn&#39;t seem to work on them,"android,cordova,meteor,meteor-slingshot,revokeobjecturl",https://stackoverflow.com/questions/34606048/slingshot-latency-compensation-creates-blobs-that-make-the-appsize-grow-steadily,True,latency
Show total cache size in android,"android,caching",https://stackoverflow.com/questions/34604145/show-total-cache-size-in-android,True,cache size
Chrome for Android data storage grows when using the HTML Media Capture API,"android,html,google-chrome,camera,image-capture",https://stackoverflow.com/questions/34596193/chrome-for-android-data-storage-grows-when-using-the-html-media-capture-api,True,data storage
Android adapter - is memory leak possible?,"android,memory-leaks,android-recyclerview",https://stackoverflow.com/questions/34594928/android-adapter-is-memory-leak-possible,True,memory leak
How to make dragged item follow pointer position without latency in Android JetPack Compose?,"android,android-jetpack-compose,drag",https://stackoverflow.com/questions/77799605/how-to-make-dragged-item-follow-pointer-position-without-latency-in-android-jetp,True,latency
Constant GPU rendering by Icons,"android,kotlin,android-jetpack-compose,android-navigation",https://stackoverflow.com/questions/77672279/constant-gpu-rendering-by-icons,True,GPU rendering
Huge APK size for test app when using separate Module for Instrumentation Test,"android,android-instrumentation",https://stackoverflow.com/questions/77657480/huge-apk-size-for-test-app-when-using-separate-module-for-instrumentation-test,True,apk size
Switch between multiple android services instead of one single service? Which one is more prone to memory leaks and more performant?,"java,android,service,android-service",https://stackoverflow.com/questions/77631794/switch-between-multiple-android-services-instead-of-one-single-service-which-on,True,memory leak
Button unresponsive after click on text field,"android,kotlin,user-interface",https://stackoverflow.com/questions/77586552/button-unresponsive-after-click-on-text-field,True,unresponsive
viewModelScope.launch and main thread ANR issue?,"android,kotlin,kotlin-coroutines,coroutinescope,anr",https://stackoverflow.com/questions/77566256/viewmodelscope-launch-and-main-thread-anr-issue,True, ANR 
Flutter 32-bit Android device - mmap failed errno 12 Out of memory,"android,flutter,out-of-memory,heap-memory,32-bit",https://stackoverflow.com/questions/77528032/flutter-32-bit-android-device-mmap-failed-errno-12-out-of-memory,True,out of memory
Android: ANR &quot;Broadcast of Intent { act=android.intent.action.SCREEN_OFF }&quot; on paint.getTextBounds,"java,android,kotlin",https://stackoverflow.com/questions/77496314/android-anr-broadcast-of-intent-act-android-intent-action-screen-off-on-p,True, ANR 
Flutter iOS memory leak when loading image from network/file system,"android,ios,flutter,firebase,memory",https://stackoverflow.com/questions/77470442/flutter-ios-memory-leak-when-loading-image-from-network-file-system,True,memory leak
How to track memory leak in JNI with Android Studio Profiler or others,"android,memory-leaks,java-native-interface,android-profiler",https://stackoverflow.com/questions/77401379/how-to-track-memory-leak-in-jni-with-android-studio-profiler-or-others,True,memory leak
android apk size greater than source code size,android,https://stackoverflow.com/questions/77384485/android-apk-size-greater-than-source-code-size,True,apk size
Xamarin traffic network data usage by application,"android,xamarin,xamarin.android",https://stackoverflow.com/questions/77381257/xamarin-traffic-network-data-usage-by-application,True,data usage
Out of memory when making release AAB,android,https://stackoverflow.com/questions/77245155/out-of-memory-when-making-release-aab,True,out of memory
Memory leak Realme RMX3501,"android,kotlin,memory-leaks,garbage-collection",https://stackoverflow.com/questions/77230351/memory-leak-realme-rmx3501,True,memory leak
Barcode scanner crashing with memory leak in android,android,https://stackoverflow.com/questions/77229256/barcode-scanner-crashing-with-memory-leak-in-android,True,memory leak
OutOfMemoryError - OOM allocating Bitmap with dimension,"android,android-imageview,android-bitmap",https://stackoverflow.com/questions/77178105/outofmemoryerror-oom-allocating-bitmap-with-dimension,True, oom 
Does storing a reference to LazyListState in ViewModel cause memory leak?,"android,android-jetpack-compose,android-jetpack",https://stackoverflow.com/questions/77137670/does-storing-a-reference-to-lazyliststate-in-viewmodel-cause-memory-leak,True,memory leak
System theme switch causes Android widget&#39;s click events become unresponsive,"android,kotlin,android-widget",https://stackoverflow.com/questions/77134238/system-theme-switch-causes-android-widgets-click-events-become-unresponsive,True,unresponsive
out of memory exception caused by looping over a linked list,"java,android",https://stackoverflow.com/questions/77130834/out-of-memory-exception-caused-by-looping-over-a-linked-list,True,out of memory
How to reduce mlkit-ink-recognition android app size,"android,google-mlkit",https://stackoverflow.com/questions/77073472/how-to-reduce-mlkit-ink-recognition-android-app-size,True,app size
Taking photos on Android with Blazor Webassembly &quot;Out Of Memory&quot; Exception,"android,blazor,out-of-memory,blazor-webassembly,android-image",https://stackoverflow.com/questions/77005601/taking-photos-on-android-with-blazor-webassembly-out-of-memory-exception,True,out of memory
Memory Leak in Fragment due to infinite loop under lifecycle scope of coroutine,"android,android-fragments,memory-leaks,coroutine",https://stackoverflow.com/questions/77005087/memory-leak-in-fragment-due-to-infinite-loop-under-lifecycle-scope-of-coroutine,True,memory leak
Potential memory leaks when using searchView along with ROOM database and live data,"java,android,kotlin,android-room,android-architecture-components",https://stackoverflow.com/questions/76982259/potential-memory-leaks-when-using-searchview-along-with-room-database-and-live-d,True,memory leak
Flutter video_player Playing Multiple Videos Causing Out Of Memory Error,"android,ios,flutter,mobile,video-player",https://stackoverflow.com/questions/76979875/flutter-video-player-playing-multiple-videos-causing-out-of-memory-error,True,out of memory
Android ANR when trying to release and stop MediaPlayer,"android,android-mediaplayer,media-player,android-anr-dialog,anr",https://stackoverflow.com/questions/76966880/android-anr-when-trying-to-release-and-stop-mediaplayer,True, ANR 
"run blocking and launch are running in main thread, performing an operation of for loop more than 5 seconds. It&#39;s not causing ANR Error?","android,multithreading,kotlin,kotlin-coroutines,android-anr-dialog",https://stackoverflow.com/questions/76961681/run-blocking-and-launch-are-running-in-main-thread-performing-an-operation-of-f,True, ANR 
Memory leak in SensorManager implementation in parent class,"android,kotlin,memory-leaks,android-sensors,sensormanager",https://stackoverflow.com/questions/76913662/memory-leak-in-sensormanager-implementation-in-parent-class,True,memory leak
How to analyze Android ANR files,"android,anr",https://stackoverflow.com/questions/76896415/how-to-analyze-android-anr-files,True, ANR 
.NET MAUI Blazor typing in searchbar updating a list and freezes UI for android app. How could I search on input without UI freeze?,"c#,android,blazor,maui,hybrid-mobile-app",https://stackoverflow.com/questions/76862274/net-maui-blazor-typing-in-searchbar-updating-a-list-and-freezes-ui-for-android,True,UI freeze
Android: Memory leak in MediaProjection,"android,memory-leaks",https://stackoverflow.com/questions/76828546/android-memory-leak-in-mediaprojection,True,memory leak
will Passing Android activity to a dependency ( a variable in the same class ) cause Memory Leaks,"android,performance,memory-leaks,android-memory",https://stackoverflow.com/questions/76787492/will-passing-android-activity-to-a-dependency-a-variable-in-the-same-class-c,True,memory leak
Does this implementation of CountDownTimer correctly handle any possible memory leaks?,"java,android",https://stackoverflow.com/questions/76775679/does-this-implementation-of-countdowntimer-correctly-handle-any-possible-memory,True,memory leak
How to profile React Native Expo app sluggishness on Android,"android,react-native,expo",https://stackoverflow.com/questions/76739186/how-to-profile-react-native-expo-app-sluggishness-on-android,True,sluggish
Unresponsive webviews initially outside of viewport in SingleChildScrollView on real android devices w/ Android 12+,"android,flutter,dart,webview,android-webview",https://stackoverflow.com/questions/76629227/unresponsive-webviews-initially-outside-of-viewport-in-singlechildscrollview-on,True,unresponsive
How to identify dependencies contributing to increased app size in build.gradle?,"android,android-studio",https://stackoverflow.com/questions/76597482/how-to-identify-dependencies-contributing-to-increased-app-size-in-build-gradle,True,app size
Memory Leak in React Navigation on Android,"android,react-native,react-navigation,react-native-reanimated,react-native-screens",https://stackoverflow.com/questions/76585648/memory-leak-in-react-navigation-on-android,True,memory leak
ConnectivityManager Callback Memory Leak - Android,"android,kotlin,memory-leaks,leakcanary,android-connectivitymanager",https://stackoverflow.com/questions/76538529/connectivitymanager-callback-memory-leak-android,True,memory leak
Android Web3j create wallet turns out of memory and other problems with communications TLS (other similar questions did not helped me),"java,android,web3-java",https://stackoverflow.com/questions/76514458/android-web3j-create-wallet-turns-out-of-memory-and-other-problems-with-communic,True,out of memory
"Android Profiler: huge memory consumption, tagged as &quot;Others&quot;, that doesn&#39;t get garbage collected","java,android,memory,memory-management,profiler",https://stackoverflow.com/questions/76484177/android-profiler-huge-memory-consumption-tagged-as-others-that-doesnt-get,True,memory consumption
I am getting ANR in accessibility service at onEvent Method after calling event.getSource(); function,"android,multithreading,anr",https://stackoverflow.com/questions/76473982/i-am-getting-anr-in-accessibility-service-at-onevent-method-after-calling-event,True, ANR 
Facing a high ANR rate in android 13 devices,"android,crashlytics,android-sdk-tools,android-anr-dialog,android-13",https://stackoverflow.com/questions/76472709/facing-a-high-anr-rate-in-android-13-devices,True, ANR 
Getting ANR while performing long NFC routines,"java,android,nfc,smartcard,android-anr-dialog",https://stackoverflow.com/questions/76464000/getting-anr-while-performing-long-nfc-routines,True, ANR 
Android React native cache and storage space,"javascript,android,react-native,caching,local-storage",https://stackoverflow.com/questions/76404612/android-react-native-cache-and-storage-space,True,storage space
Why are my buttons unresponsive in my Android Studio app?,"java,android",https://stackoverflow.com/questions/76402650/why-are-my-buttons-unresponsive-in-my-android-studio-app,True,unresponsive
Executor block main thread - ANR triggered by main thread waiting for too long,"java,android,service,executorservice,background-service",https://stackoverflow.com/questions/76356396/executor-block-main-thread-anr-triggered-by-main-thread-waiting-for-too-long,True, ANR 
Memory leaks observed when navigating through Android Jetpack Compose Bottom Navigation with Hilt ViewModel,"android,android-jetpack-compose,dagger-hilt",https://stackoverflow.com/questions/76351941/memory-leaks-observed-when-navigating-through-android-jetpack-compose-bottom-nav,True,memory leak
How can I improve the launch time of my flutter firebase app?,"android,flutter,firebase,google-cloud-firestore,mobile-application",https://stackoverflow.com/questions/76260317/how-can-i-improve-the-launch-time-of-my-flutter-firebase-app,True,launch time
Flutter app becomes unresponsive when loading images in Gallery screen for the first time,"android,flutter,image,dart,asynchronous",https://stackoverflow.com/questions/76249926/flutter-app-becomes-unresponsive-when-loading-images-in-gallery-screen-for-the-f,True,unresponsive
Ways to Fix Out Of memory Exception in Bitmap.createBitmap method,"android,out-of-memory,android-bitmap",https://stackoverflow.com/questions/76160670/ways-to-fix-out-of-memory-exception-in-bitmap-createbitmap-method,True,out of memory
"Using jetpack compose landscapist library, will the previewPlaceholder image get bundled into my apk (increasing app size)","android,android-jetpack-compose,android-jetpack-compose-preview",https://stackoverflow.com/questions/76117182/using-jetpack-compose-landscapist-library-will-the-previewplaceholder-image-get,True,app size
ANR in Android - Application Not Responding,"android,memory-leaks,crash,anr",https://stackoverflow.com/questions/76108464/anr-in-android-application-not-responding,True,application not responding
Android synchronized block causing ANR issue,"android,multithreading,sharedpreferences,synchronized,android-thread",https://stackoverflow.com/questions/76093111/android-synchronized-block-causing-anr-issue,True, ANR 
How to collect data from a stream in a closure without memory leaks/lifecycle?,"android,kotlin",https://stackoverflow.com/questions/76051336/how-to-collect-data-from-a-stream-in-a-closure-without-memory-leaks-lifecycle,True,memory leak
Android Jetpack compose with ModalBottomSheet causing memory leak,"android,kotlin,memory-leaks,android-jetpack-compose",https://stackoverflow.com/questions/76027807/android-jetpack-compose-with-modalbottomsheet-causing-memory-leak,True,memory leak
Android Java Jni c++ Memory leaks,"android,c++,ffmpeg",https://stackoverflow.com/questions/75948548/android-java-jni-c-memory-leaks,True,memory leak
Lazy.get ANR triggered by a deadlock involving the main thread at com.google.firebase.FirebaseApp.initializeAllApis(FirebaseApp.java:594),"android,firebase,kotlin,firebase-authentication,kotlin-coroutines",https://stackoverflow.com/questions/75930410/lazy-get-anr-triggered-by-a-deadlock-involving-the-main-thread-at-com-google-fir,True, ANR 
firebase ANR interpretation,"android,firebase",https://stackoverflow.com/questions/75897390/firebase-anr-interpretation,True, ANR 
Activity with Navigation component cause A Memory Leak after Start New Root Activity or Calling Finish(),"android,kotlin,android-intent,memory-leaks,leakcanary",https://stackoverflow.com/questions/75847323/activity-with-navigation-component-cause-a-memory-leak-after-start-new-root-acti,True,memory leak
Is there a way to avoid memory leak when executing a code that outlive the caller,"android,android-studio,kotlin,memory-leaks,kotlin-coroutines",https://stackoverflow.com/questions/75831275/is-there-a-way-to-avoid-memory-leak-when-executing-a-code-that-outlive-the-calle,True,memory leak
Out of Memory Android,"android,kotlin",https://stackoverflow.com/questions/75819896/out-of-memory-android,True,out of memory
Android - Leakcanary spot memory leak in Activities using Android webview - Problem identified in Samsung Android 13 (One ui 5),"android,webview,leakcanary",https://stackoverflow.com/questions/75724010/android-leakcanary-spot-memory-leak-in-activities-using-android-webview-prob,True,memory leak
RecyclerView OnClicklistener is unresponsive,"android,onclick,android-recyclerview,onclicklistener",https://stackoverflow.com/questions/42448803/recyclerview-onclicklistener-is-unresponsive,True,unresponsive
Woried about my app CPU usage - device is getting hot,"android,performance,cpu-usage,audio-player,android-music-player",https://stackoverflow.com/questions/42323784/woried-about-my-app-cpu-usage-device-is-getting-hot,True,cpu usage
Why is there latency with ORMLite when I print results?,"android,ormlite",https://stackoverflow.com/questions/42275895/why-is-there-latency-with-ormlite-when-i-print-results,True,latency
Kotlin : safe lambdas (no memory leak)?,"android,lambda,memory-leaks,kotlin",https://stackoverflow.com/questions/42271208/kotlin-safe-lambdas-no-memory-leak,True,memory leak
Google maps new version battery drain in offline mode,"java,android,performance,google-maps",https://stackoverflow.com/questions/42262780/google-maps-new-version-battery-drain-in-offline-mode,True,battery drain
Out of memory with LruCache?,"android,android-lru-cache",https://stackoverflow.com/questions/42231143/out-of-memory-with-lrucache,True,out of memory
Memory leak using MapBox,"android,memory-leaks,mapbox,heap-memory,leakcanary",https://stackoverflow.com/questions/42211432/memory-leak-using-mapbox,True,memory leak
How to measure network performances?,"android,performance,network-programming,connection",https://stackoverflow.com/questions/42205488/how-to-measure-network-performances,True,network performance
how to reduce MediaCodec H264 encoder latency,"android,h.264,android-mediacodec,encoder",https://stackoverflow.com/questions/42196415/how-to-reduce-mediacodec-h264-encoder-latency,True,latency
ActionBar icon change latency,"android,toolbar,swipe,latency",https://stackoverflow.com/questions/42190346/actionbar-icon-change-latency,True,latency
Canvas causes UI lag in simple Android game,"android,canvas,android-canvas",https://stackoverflow.com/questions/42179565/canvas-causes-ui-lag-in-simple-android-game,True,UI lag
Android WeakReference to handle memory leakage,"android,weak-references",https://stackoverflow.com/questions/42156794/android-weakreference-to-handle-memory-leakage,True,memory leak
Out of memory Error for camera images while converting bitmap into byte array,android,https://stackoverflow.com/questions/42152629/out-of-memory-error-for-camera-images-while-converting-bitmap-into-byte-array,True,out of memory
Managing Memory Leaks in ContentProvider,"android,android-contentprovider",https://stackoverflow.com/questions/42123297/managing-memory-leaks-in-contentprovider,True,memory leak
LibVlc make Anr exception on playIndex(),"android,vlc,libvlc",https://stackoverflow.com/questions/42098796/libvlc-make-anr-exception-on-playindex,True, ANR 
Memory leaks while using CircleImageView with FragmentPagerAdapter,"android,xml,memory-leaks,android-viewpager,android-imageview",https://stackoverflow.com/questions/42097292/memory-leaks-while-using-circleimageview-with-fragmentpageradapter,True,memory leak
Simple Android App - Out of Memory error when running on smartphone,"java,android,out-of-memory",https://stackoverflow.com/questions/42053173/simple-android-app-out-of-memory-error-when-running-on-smartphone,True,out of memory
SimpleAdapter crashes every second launch time,"android,mysql,simpleadapter",https://stackoverflow.com/questions/42010783/simpleadapter-crashes-every-second-launch-time,True,launch time
android out of memory imagebutton,"java,android,memory,imagebutton",https://stackoverflow.com/questions/42004326/android-out-of-memory-imagebutton,True,out of memory
Reduce apk size and apk data size when using OCR Android,"android,zip,apk,ocr",https://stackoverflow.com/questions/41978064/reduce-apk-size-and-apk-data-size-when-using-ocr-android,True,apk size
Resource Leak issue in android,"android,firebase,firebase-cloud-messaging,android-strictmode",https://stackoverflow.com/questions/41976313/resource-leak-issue-in-android,True,resource leak
How to check data usage of mobile for specific sim slot in android?,"android,slot,dual-sim",https://stackoverflow.com/questions/41954418/how-to-check-data-usage-of-mobile-for-specific-sim-slot-in-android,True,data usage
Android : Embedded crosswalk has a 46 MB increase in apk size,"android,crosswalk",https://stackoverflow.com/questions/41952007/android-embedded-crosswalk-has-a-46-mb-increase-in-apk-size,True,apk size
Huge Difference between Release APK - Signed APK size,"android,android-studio,google-play,apk,android-build",https://stackoverflow.com/questions/41940115/huge-difference-between-release-apk-signed-apk-size,True,apk size
"Implementing Heat Map on Google Maps using a combination of langitutde, altitude and Energy consumption","java,android,google-maps,google-maps-android-api-2",https://stackoverflow.com/questions/41805898/implementing-heat-map-on-google-maps-using-a-combination-of-langitutde-altitude,True,energy consumption
Android / ANR / &quot;Total blocking GC time&quot; takes several seconds,"android,garbage-collection,android-anr-dialog",https://stackoverflow.com/questions/41800333/android-anr-total-blocking-gc-time-takes-several-seconds,True, ANR 
Memory leaks on realm database file,"android,database,memory-leaks,realm",https://stackoverflow.com/questions/41769853/memory-leaks-on-realm-database-file,True,memory leak
mmap failed - GL error: Out of memory,"android,performance,android-fragments,out-of-memory,android-scrollview",https://stackoverflow.com/questions/41768164/mmap-failed-gl-error-out-of-memory,True,out of memory
Read LTE RSRQ SNR in Android,android,https://stackoverflow.com/questions/41728785/read-lte-rsrq-snr-in-android,True, SNR 
Why is the reference to the Context a memory leak?,"java,android,android-activity,memory-leaks",https://stackoverflow.com/questions/41686575/why-is-the-reference-to-the-context-a-memory-leak,True,memory leak
Why defining a static ImageView will cause memory leak?,"java,android,memory-leaks",https://stackoverflow.com/questions/41668895/why-defining-a-static-imageview-will-cause-memory-leak,True,memory leak
FFmpeg filtergraph for concatenate and amix doesn&#39;t work. Out of memory error,"android,audio,ffmpeg,android-ffmpeg",https://stackoverflow.com/questions/41666403/ffmpeg-filtergraph-for-concatenate-and-amix-doesnt-work-out-of-memory-error,True,out of memory
"Android, RxJava, MVP and memory leaks","android,memory-leaks,rx-java",https://stackoverflow.com/questions/41598884/android-rxjava-mvp-and-memory-leaks,True,memory leak
memory leak when not using WeakReference for Context member variable,"java,android,memory-leaks",https://stackoverflow.com/questions/41587270/memory-leak-when-not-using-weakreference-for-context-member-variable,True,memory leak
Probable android memory leak,"android,memory,memory-leaks",https://stackoverflow.com/questions/41554930/probable-android-memory-leak,True,memory leak
Access view from Runnable cause memory leak?,"android,memory-leaks",https://stackoverflow.com/questions/41552734/access-view-from-runnable-cause-memory-leak,True,memory leak
NetworkImageView inside RecyclerView sometimes not loading images when scrolling recyclerView list fast. Volley getting slow response from the network,"android,android-recyclerview,android-volley,networkimageview",https://stackoverflow.com/questions/41530571/networkimageview-inside-recyclerview-sometimes-not-loading-images-when-scrolling,True,slow response
Out of memory error android due to fragmentation after 20+days,"android,memory,out-of-memory,fragmentation",https://stackoverflow.com/questions/50624338/out-of-memory-error-android-due-to-fragmentation-after-20days,True,out of memory
Context.startForegroundService() ANR without actually calling it,"android,android-service,android-8.0-oreo,android-anr-dialog,foreground-service",https://stackoverflow.com/questions/50595247/context-startforegroundservice-anr-without-actually-calling-it,True, ANR 
Situation when a memory leak happens Android,"android,memory-leaks",https://stackoverflow.com/questions/50547978/situation-when-a-memory-leak-happens-android,True,memory leak
Font Awesome unresponsive to touch in Cordova Android,"android,cordova,mobile,touch,font-awesome",https://stackoverflow.com/questions/50539335/font-awesome-unresponsive-to-touch-in-cordova-android,True,unresponsive
Memory leak detection and cycles,"android,delphi,memory-leaks,delphi-10.1-berlin",https://stackoverflow.com/questions/50535653/memory-leak-detection-and-cycles,True,memory leak
Google maps does not show user location and is irresponsive to emulator coordinates,"android,google-maps,android-studio",https://stackoverflow.com/questions/50494809/google-maps-does-not-show-user-location-and-is-irresponsive-to-emulator-coordina,True,irresponsive
OpenGLRenderer: GL error: Out of memory,"android,memory,opengl-es",https://stackoverflow.com/questions/50492866/openglrenderer-gl-error-out-of-memory,True,out of memory
How to fix ANR error for updating widgets,"android,widget,android-anr-dialog",https://stackoverflow.com/questions/50490666/how-to-fix-anr-error-for-updating-widgets,True, ANR 
Avoid memory leak with WeakReference Android,"android,memory-management,memory-leaks",https://stackoverflow.com/questions/50487072/avoid-memory-leak-with-weakreference-android,True,memory leak
Why am I getting ANR in SimpleDateFormat?,"java,android,timestamp,simpledateformat,android-anr-dialog",https://stackoverflow.com/questions/50468049/why-am-i-getting-anr-in-simpledateformat,True, ANR 
View Client Dump CPU Usage,"android,view,android-testing,androidviewclient",https://stackoverflow.com/questions/50414882/view-client-dump-cpu-usage,True,cpu usage
Fetch continuous location changes with less battery drainage,"android,android-gps,android-fusedlocation,batterylevel",https://stackoverflow.com/questions/50384884/fetch-continuous-location-changes-with-less-battery-drainage,True,battery drain
"android.provider.MediaStore.Images.Media.getBitmap(cr, mImageUri) throws out of memory exception","android,camera",https://stackoverflow.com/questions/50342342/android-provider-mediastore-images-media-getbitmapcr-mimageuri-throws-out-of,True,out of memory
convert image url into bitmap its showing out of memory error sometimes while using in marker,"android,bitmap",https://stackoverflow.com/questions/50288191/convert-image-url-into-bitmap-its-showing-out-of-memory-error-sometimes-while-us,True,out of memory
ANR (Application not responding) crash in google play console which I don&#39;t understand,"java,android,google-play,android-anr-dialog,google-play-console",https://stackoverflow.com/questions/50268578/anr-application-not-responding-crash-in-google-play-console-which-i-dont-unde,True,application not responding
Android Studio Firebase Memory Leak,"java,android,firebase,firebase-realtime-database,firebaseui",https://stackoverflow.com/questions/50241144/android-studio-firebase-memory-leak,True,memory leak
Cordova app ANR on touch event only for Galaxy devices after updating to Android 8.0 or 8.1,"android,cordova,galaxy,android-8.0-oreo,android-8.1-oreo",https://stackoverflow.com/questions/50221826/cordova-app-anr-on-touch-event-only-for-galaxy-devices-after-updating-to-android,True, ANR 
Slow rendering of ListView in expandable RecyclerView,"android,performance,listview,android-recyclerview",https://stackoverflow.com/questions/50181777/slow-rendering-of-listview-in-expandable-recyclerview,True,Slow rendering
Android: Bitmap compression is causing out of memory problems,"android,jpeg,android-bitmap,image-compression",https://stackoverflow.com/questions/50181700/android-bitmap-compression-is-causing-out-of-memory-problems,True,out of memory
getting ANR creating contact through my app when any contact app is not installed,android,https://stackoverflow.com/questions/50175565/getting-anr-creating-contact-through-my-app-when-any-contact-app-is-not-installe,True, ANR 
I can not get my Google sign-in to work via Firebase. The Google button is just unresponsive,"java,android,firebase,google-signin",https://stackoverflow.com/questions/50110645/i-can-not-get-my-google-sign-in-to-work-via-firebase-the-google-button-is-just,True,unresponsive
Out of memory ERROR when using Fragment,"java,android,android-fragments,tabs,fragment",https://stackoverflow.com/questions/50101637/out-of-memory-error-when-using-fragment,True,out of memory
"Android, memory leakage through what? Context? Listview? SDK?","android,garbage-collection",https://stackoverflow.com/questions/50090836/android-memory-leakage-through-what-context-listview-sdk,True,memory leak
Android App making &quot;application not responding&quot; error example,android,https://stackoverflow.com/questions/49991805/android-app-making-application-not-responding-error-example,True,application not responding
Ionic 3 Android apk size with --prod,"android,cordova,ionic3,sqlcipher",https://stackoverflow.com/questions/49937515/ionic-3-android-apk-size-with-prod,True,apk size
HttpClient causes high cpu usage after a request (Xamarin),"android,xamarin,dotnet-httpclient",https://stackoverflow.com/questions/49906473/httpclient-causes-high-cpu-usage-after-a-request-xamarin,True,cpu usage
Is it possible to avoid ANR using StrictMode in android?,"android,android-anr-dialog,android-strictmode",https://stackoverflow.com/questions/49895962/is-it-possible-to-avoid-anr-using-strictmode-in-android,True, ANR 
Out of Memory Error when downloading a large image from Glide,"java,android,bitmap,android-glide",https://stackoverflow.com/questions/49894955/out-of-memory-error-when-downloading-a-large-image-from-glide,True,out of memory
Android sws_scale RGB0 Frame taking long time and cause video latency,"android,ffmpeg,rgb,yuv,native-activity",https://stackoverflow.com/questions/49880178/android-sws-scale-rgb0-frame-taking-long-time-and-cause-video-latency,True,latency
Volley Out Of Memory issue V1.1.0,"android,android-volley",https://stackoverflow.com/questions/49852606/volley-out-of-memory-issue-v1-1-0,True,out of memory
Memory leak happening. Unable to detect the leak and clean it,"java,android,memory-leaks,leakcanary",https://stackoverflow.com/questions/49849315/memory-leak-happening-unable-to-detect-the-leak-and-clean-it,True,memory leak
"Memory Leak, thought it was images, Android","android,memory-leaks,android-imageview,android-drawable,android-bitmap",https://stackoverflow.com/questions/49783148/memory-leak-thought-it-was-images-android,True,memory leak
Profile GPU rendering,"android,profiling,rx-java,gpu,systrace",https://stackoverflow.com/questions/49754259/profile-gpu-rendering,True,GPU rendering
Input Dispatching issue ANR reports in Unity 3D Game on Android platform,"java,android,unity-game-engine,android-anr-dialog",https://stackoverflow.com/questions/49753572/input-dispatching-issue-anr-reports-in-unity-3d-game-on-android-platform,True, ANR 
Getting Location Memory Leak,"android,memory-leaks,location",https://stackoverflow.com/questions/49740974/getting-location-memory-leak,True,memory leak
switching activities when 1 activity is out of memory,"java,android",https://stackoverflow.com/questions/49735825/switching-activities-when-1-activity-is-out-of-memory,True,out of memory
Android Spinner out of memory on select,"android,kotlin,android-arrayadapter,android-spinner",https://stackoverflow.com/questions/49692101/android-spinner-out-of-memory-on-select,True,out of memory
How to avoid high CPU utilization in dequeue thread when using producer-consumer type queues,"android,sockets,queue,cpu-usage,blockingqueue",https://stackoverflow.com/questions/49664914/how-to-avoid-high-cpu-utilization-in-dequeue-thread-when-using-producer-consumer,True,cpu utilization
android: uploading a picture to firebase after reducing the size to avoid out of memory error,"android,firebase,bitmap,uri",https://stackoverflow.com/questions/49652044/android-uploading-a-picture-to-firebase-after-reducing-the-size-to-avoid-out-of,True,out of memory
Out of memory GL error - Open GL,"android,exception,opengl-es,realm",https://stackoverflow.com/questions/49633354/out-of-memory-gl-error-open-gl,True,out of memory
